,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
RGI60-08.00991,330000.0,330000.0,330000.0,330000.0,330000.0,330000.0,330000.0,330000.0,330000.0,330000.0,330000.0,330000.0,330000.0,330000.0,330000.0,330000.0,330000.0,330000.0,330000.0,330000.0,330000.0,330000.0,330000.0,330000.0,330000.0,330000.0,329535.7,329440.28,327742.22,327727.47,327513.16,327417.8,326147.5,325711.44,326891.62,325679.62,325317.8,409573.03,325382.88,325380.25,323070.9,321855.3,321569.75
RGI60-08.00994,169000.0,169000.0,169000.0,169000.0,169000.0,169000.0,169000.0,169000.0,169000.0,169000.0,169000.0,169000.0,169000.0,169000.0,169000.0,169000.0,169000.0,169000.0,169000.0,169000.0,169000.0,169000.0,169000.0,169000.0,169000.0,169000.0,169416.56,169360.45,167397.92,167291.1,167306.19,167215.86,166401.88,165903.11,167980.16,165905.62,165456.52,173133.4,164953.27,171253.73,163645.31,162531.17,162429.38
RGI60-08.00997,1230000.0,1230000.0,1230000.0,1230000.0,1230000.0,1230000.0,1230000.0,1230000.0,1230000.0,1230000.0,1230000.0,1230000.0,1230000.0,1230000.0,1230000.0,1230000.0,1230000.0,1230000.0,1230000.0,1230000.0,1230000.0,1230000.0,1230000.0,1230000.0,1230000.0,1230000.0,1227764.4,1226151.5,1220118.5,1218851.2,1217237.1,1215818.4,1211350.9,1208493.4,1208456.8,1205182.0,1202745.8,1204274.0,1200115.0,1199451.6,1191733.9,1178252.4,1176432.4
RGI60-08.01000,282000.0,282000.0,282000.0,282000.0,282000.0,282000.0,282000.0,282000.0,282000.0,282000.0,282000.0,282000.0,282000.0,282000.0,282000.0,282000.0,282000.0,282000.0,282000.0,282000.0,282000.0,282000.0,282000.0,282000.0,282000.0,282000.0,278774.0,275429.06,268195.8,267014.88,265241.6,263321.78,259574.39,257673.3,257433.58,254143.14,253233.03,264806.03,252494.66,252089.27,248869.55,246865.77,245845.86
RGI60-08.01002,420000.0,420000.0,420000.0,420000.0,420000.0,420000.0,420000.0,420000.0,420000.0,420000.0,420000.0,420000.0,420000.0,420000.0,420000.0,420000.0,420000.0,420000.0,420000.0,420000.0,420000.0,420000.0,420000.0,420000.0,420000.0,420000.0,418874.16,417922.7,412896.8,411924.4,410914.9,408874.06,406404.1,404703.16,404958.88,403186.53,401556.0,405352.88,399401.7,399900.25,393786.06,389997.72,389907.84
RGI60-08.01004,244000.0,244000.0,244000.0,244000.0,244000.0,244000.0,244000.0,244000.0,244000.0,244000.0,244000.0,244000.0,244000.0,244000.0,244000.0,244000.0,244000.0,244000.0,244000.0,244000.0,244000.0,244000.0,244000.0,244000.0,244000.0,244000.0,243521.94,243744.81,242337.88,242435.89,242401.78,242388.17,241016.12,240683.08,242401.78,240339.56,240017.9,272296.06,240391.75,240395.39,238269.61,237137.17,236808.9
RGI60-08.01008,83000.0,83000.0,83000.0,83000.0,83000.0,83000.0,83000.0,83000.0,83000.0,83000.0,83000.0,83000.0,83000.0,83000.0,83000.0,83000.0,83000.0,83000.0,83000.0,83000.0,83000.0,83000.0,83000.0,83000.0,83000.0,83000.0,79967.484,78166.88,74021.14,72415.46,71741.47,71029.445,68369.4,66932.28,66942.55,66083.86,65465.88,100556.42,64864.18,64654.438,62572.75,61256.445,60820.78
RGI60-08.01009,182000.0,182000.0,182000.0,182000.0,182000.0,182000.0,182000.0,182000.0,182000.0,182000.0,182000.0,182000.0,182000.0,182000.0,182000.0,182000.0,182000.0,182000.0,182000.0,182000.0,182000.0,182000.0,182000.0,182000.0,182000.0,182000.0,179266.6,177815.3,171926.27,170959.53,171352.44,171655.77,170706.62,170354.6,171224.47,170925.95,170633.92,172316.81,170932.88,172265.88,169685.4,168474.67,168800.92
RGI60-08.01015,4586000.0,4586000.0,4586000.0,4586000.0,4586000.0,4586000.0,4586000.0,4586000.0,4586000.0,4586000.0,4586000.0,4586000.0,4586000.0,4586000.0,4586000.0,4586000.0,4586000.0,4586000.0,4586000.0,4586000.0,4586000.0,4586000.0,4586000.0,4586000.0,4586000.0,4586000.0,4581597.5,4578296.5,4566270.5,4563381.0,4559487.0,4556216.0,4547739.5,4542236.5,4541710.0,4535016.5,4529786.0,4532298.5,4524261.5,4521394.0,4506228.5,4497255.5,4492597.0
RGI60-08.01192,2004000.0,2004000.0,2004000.0,2004000.0,2004000.0,2004000.0,2004000.0,2004000.0,2004000.0,2004000.0,2004000.0,2004000.0,2004000.0,2004000.0,2004000.0,2004000.0,2004000.0,2004000.0,2004000.0,2004000.0,2004000.0,2004000.0,2004000.0,2004000.0,2004000.0,2004000.0,2004000.0,2004000.0,2004000.0,2004351.6,2004816.5,2002277.4,1997123.9,1996794.4,1997027.0,1994608.4,1991464.8,2032852.4,1993970.2,1997767.5,1993113.5,1992512.8,2025061.8
RGI60-08.01193,1193000.0,1193000.0,1193000.0,1193000.0,1193000.0,1193000.0,1193000.0,1193000.0,1193000.0,1193000.0,1193000.0,1193000.0,1193000.0,1193000.0,1193000.0,1193000.0,1193000.0,1193000.0,1193000.0,1193000.0,1193000.0,1193000.0,1193000.0,1193000.0,1193000.0,1193000.0,1193000.0,1193000.0,1193000.0,1189594.4,1184345.0,1176437.5,1162501.8,1155628.8,1154075.1,1146098.6,1135154.0,1154536.5,1134913.6,1137318.2,1128761.8,1127152.5,1142680.6
RGI60-08.01199,57000.0,57000.0,57000.0,57000.0,57000.0,57000.0,57000.0,57000.0,57000.0,57000.0,57000.0,57000.0,57000.0,57000.0,57000.0,57000.0,57000.0,57000.0,57000.0,57000.0,57000.0,57000.0,57000.0,57000.0,57000.0,57000.0,57000.0,57000.0,57000.0,70181.35,76025.69,59118.445,56362.07,57644.086,69259.83,57213.832,56355.133,185481.02,104611.67,170787.5,91688.46,87445.45,190345.2
RGI60-08.01205,1099000.0,1099000.0,1099000.0,1099000.0,1099000.0,1099000.0,1099000.0,1099000.0,1099000.0,1099000.0,1099000.0,1099000.0,1099000.0,1099000.0,1099000.0,1099000.0,1099000.0,1099000.0,1099000.0,1099000.0,1099000.0,1099000.0,1099000.0,1099000.0,1099000.0,1099000.0,1099000.0,1099000.0,1099000.0,1094135.4,1089997.2,1078237.4,1061133.9,1057923.0,1057580.6,1052282.1,1045641.25,1051265.2,1047214.6,1049852.2,1042380.6,1039208.2,1042655.6
RGI60-08.01206,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100814.9,101039.77,100277.09,99069.37,99118.87,99580.1,98972.2,98186.766,116331.5,101290.06,112363.5,99698.555,99809.914,115791.39
RGI60-08.01209,300000.0,300000.0,300000.0,300000.0,300000.0,300000.0,300000.0,300000.0,300000.0,300000.0,300000.0,300000.0,300000.0,300000.0,300000.0,300000.0,300000.0,300000.0,300000.0,300000.0,300000.0,300000.0,300000.0,300000.0,300000.0,300000.0,300000.0,300000.0,300000.0,302727.16,303311.28,300476.25,296943.38,296329.34,297288.2,294494.1,292689.25,365649.75,306481.06,360119.3,294145.8,293509.12,348676.25
RGI60-08.01210,99000.0,99000.0,99000.0,99000.0,99000.0,99000.0,99000.0,99000.0,99000.0,99000.0,99000.0,99000.0,99000.0,99000.0,99000.0,99000.0,99000.0,99000.0,99000.0,99000.0,99000.0,99000.0,99000.0,99000.0,99000.0,99000.0,99000.0,99000.0,99000.0,102676.82,104302.07,99336.65,97945.3,97800.47,99257.57,97313.4,96576.164,164745.8,113300.68,140934.66,97355.2,97685.914,159390.58
RGI60-08.01211,89000.0,89000.0,89000.0,89000.0,89000.0,89000.0,89000.0,89000.0,89000.0,89000.0,89000.0,89000.0,89000.0,89000.0,89000.0,89000.0,89000.0,89000.0,89000.0,89000.0,89000.0,89000.0,89000.0,89000.0,89000.0,89000.0,89000.0,89000.0,89000.0,96934.64,99750.2,90820.34,89005.54,90728.52,95345.72,89952.83,88946.97,319854.88,104852.18,235977.27,99703.97,100115.29,325266.44
RGI60-08.01212,181000.0,181000.0,181000.0,181000.0,181000.0,181000.0,181000.0,181000.0,181000.0,181000.0,181000.0,181000.0,181000.0,181000.0,181000.0,181000.0,181000.0,181000.0,181000.0,181000.0,181000.0,181000.0,181000.0,181000.0,181000.0,181000.0,181000.0,181000.0,181000.0,181275.17,181441.88,180040.3,177693.94,177192.95,177212.72,176009.88,174334.02,201149.5,175164.28,191138.66,174771.5,174408.44,192404.48
RGI60-08.01215,2288000.0,2288000.0,2288000.0,2288000.0,2288000.0,2288000.0,2288000.0,2288000.0,2288000.0,2288000.0,2288000.0,2288000.0,2288000.0,2288000.0,2288000.0,2288000.0,2288000.0,2288000.0,2288000.0,2288000.0,2288000.0,2288000.0,2288000.0,2288000.0,2288000.0,2288000.0,2288000.0,2288000.0,2288000.0,2289431.8,2288750.2,2284913.5,2278088.2,2275877.2,2275504.0,2271932.2,2266538.0,2279080.5,2267241.8,2271836.8,2264396.5,2262958.0,2266953.8
RGI60-08.01218,40000.0,40000.0,40000.0,40000.0,40000.0,40000.0,40000.0,40000.0,40000.0,40000.0,40000.0,40000.0,40000.0,40000.0,40000.0,40000.0,40000.0,40000.0,40000.0,40000.0,40000.0,40000.0,40000.0,40000.0,40000.0,40000.0,40000.0,40000.0,40000.0,60844.35,75335.734,49182.09,38628.184,55957.0,67232.914,38798.688,37768.062,248480.31,94956.95,116484.586,54224.938,39788.71,125382.305
RGI60-08.01226,697000.0,697000.0,697000.0,697000.0,697000.0,697000.0,697000.0,697000.0,697000.0,697000.0,697000.0,697000.0,697000.0,697000.0,697000.0,697000.0,697000.0,697000.0,697000.0,697000.0,697000.0,697000.0,697000.0,697000.0,697000.0,697000.0,697000.0,697000.0,697000.0,697995.75,698659.4,696850.94,691705.0,691720.0,691924.94,689423.2,686663.7,821226.9,688877.75,690268.9,685993.2,684696.56,761024.2
RGI60-08.01227,224000.0,224000.0,224000.0,224000.0,224000.0,224000.0,224000.0,224000.0,224000.0,224000.0,224000.0,224000.0,224000.0,224000.0,224000.0,224000.0,224000.0,224000.0,224000.0,224000.0,224000.0,224000.0,224000.0,224000.0,224000.0,224000.0,224000.0,224000.0,224000.0,226299.28,227829.7,226345.52,222522.72,224037.0,224762.97,222441.27,221892.06,369359.16,232377.95,239155.97,221922.17,221212.56,259692.47
RGI60-08.01230,3663000.0,3663000.0,3663000.0,3663000.0,3663000.0,3663000.0,3663000.0,3663000.0,3663000.0,3663000.0,3663000.0,3663000.0,3663000.0,3663000.0,3663000.0,3663000.0,3663000.0,3663000.0,3663000.0,3663000.0,3663000.0,3663000.0,3663000.0,3663000.0,3663000.0,3663000.0,3663000.0,3663000.0,3663000.0,3647022.8,3648117.0,3643717.8,3635137.8,3634027.2,3634771.2,3630886.2,3625008.0,3637364.2,3629186.8,3634804.2,3626475.0,3624912.0,3629418.8
RGI60-08.01235,198000.0,198000.0,198000.0,198000.0,198000.0,198000.0,198000.0,198000.0,198000.0,198000.0,198000.0,198000.0,198000.0,198000.0,198000.0,198000.0,198000.0,198000.0,198000.0,198000.0,198000.0,198000.0,198000.0,198000.0,198000.0,198000.0,198000.0,198000.0,198000.0,200404.4,200696.62,197804.67,196054.61,195344.2,195703.44,194385.97,193059.69,344477.34,195614.0,240952.2,191637.48,191020.64,291305.38
RGI60-08.01237,729000.0,729000.0,729000.0,729000.0,729000.0,729000.0,729000.0,729000.0,729000.0,729000.0,729000.0,729000.0,729000.0,729000.0,729000.0,729000.0,729000.0,729000.0,729000.0,729000.0,729000.0,729000.0,729000.0,729000.0,729000.0,729000.0,729000.0,729000.0,729000.0,727932.2,728292.75,724271.2,716041.2,715497.06,715641.2,710769.1,708011.2,747569.1,711171.94,721360.44,708803.1,707793.3,734926.9
RGI60-08.01238,1053000.0,1053000.0,1053000.0,1053000.0,1053000.0,1053000.0,1053000.0,1053000.0,1053000.0,1053000.0,1053000.0,1053000.0,1053000.0,1053000.0,1053000.0,1053000.0,1053000.0,1053000.0,1053000.0,1053000.0,1053000.0,1053000.0,1053000.0,1053000.0,1053000.0,1053000.0,1053000.0,1053000.0,1053000.0,1048143.1,1045901.25,1041709.2,1037047.25,1036718.0,1036888.44,1034483.5,1031812.6,1087210.8,1034116.44,1046447.75,1032498.94,1031150.44,1059603.9
RGI60-08.01242,93000.0,93000.0,93000.0,93000.0,93000.0,93000.0,93000.0,93000.0,93000.0,93000.0,93000.0,93000.0,93000.0,93000.0,93000.0,93000.0,93000.0,93000.0,93000.0,93000.0,93000.0,93000.0,93000.0,93000.0,93000.0,93000.0,93000.0,93000.0,93000.0,100781.05,113370.234,93636.62,92803.09,93186.17,97389.26,92274.38,91908.29,273815.28,161572.81,187943.08,92155.055,92088.92,254891.83
RGI60-08.01244,1653000.0,1653000.0,1653000.0,1653000.0,1653000.0,1653000.0,1653000.0,1653000.0,1653000.0,1653000.0,1653000.0,1653000.0,1653000.0,1653000.0,1653000.0,1653000.0,1653000.0,1653000.0,1653000.0,1653000.0,1653000.0,1653000.0,1653000.0,1653000.0,1653000.0,1653000.0,1653000.0,1653000.0,1653000.0,1653305.0,1652340.2,1648709.4,1640983.0,1638612.5,1637698.1,1633179.6,1627384.9,1675662.8,1626569.4,1628045.5,1620563.1,1617935.5,1629008.2
RGI60-08.01245,6032000.0,6032000.0,6032000.0,6032000.0,6032000.0,6032000.0,6032000.0,6032000.0,6032000.0,6032000.0,6032000.0,6032000.0,6032000.0,6032000.0,6032000.0,6032000.0,6032000.0,6032000.0,6032000.0,6032000.0,6032000.0,6032000.0,6032000.0,6032000.0,6032000.0,6032000.0,6032000.0,6032000.0,6032000.0,6028045.0,6024650.5,6009673.0,5986334.5,5978176.5,5974674.5,5960587.0,5942056.0,5950217.5,5939282.5,5941934.0,5918010.0,5909130.5,5912684.5
RGI60-08.01247,9637000.0,9637000.0,9637000.0,9637000.0,9637000.0,9637000.0,9637000.0,9637000.0,9637000.0,9637000.0,9637000.0,9637000.0,9637000.0,9637000.0,9637000.0,9637000.0,9637000.0,9637000.0,9637000.0,9637000.0,9637000.0,9637000.0,9637000.0,9637000.0,9637000.0,9637000.0,9637000.0,9637000.0,9637000.0,9634539.0,9632872.0,9621530.0,9602946.0,9596982.0,9595194.0,9584398.0,9570105.0,9578336.0,9570520.0,9575843.0,9557100.0,9550770.0,9555362.0
RGI60-08.01248,1855000.0,1855000.0,1855000.0,1855000.0,1855000.0,1855000.0,1855000.0,1855000.0,1855000.0,1855000.0,1855000.0,1855000.0,1855000.0,1855000.0,1855000.0,1855000.0,1855000.0,1855000.0,1855000.0,1855000.0,1855000.0,1855000.0,1855000.0,1855000.0,1855000.0,1855000.0,1855000.0,1855000.0,1855000.0,1851701.6,1848833.0,1842341.6,1829793.0,1825658.5,1823422.6,1815134.9,1805786.8,1811682.5,1803699.0,1803298.2,1790333.8,1783724.2,1784213.8
RGI60-08.02142,60000.0,60000.0,60000.0,60000.0,60000.0,60000.0,60000.0,60000.0,60000.0,60000.0,60000.0,60000.0,60000.0,60000.0,60000.0,60000.0,60000.0,60000.0,60000.0,60000.0,60000.0,60000.0,60000.0,60000.0,60000.0,60000.0,60408.918,68436.875,56847.645,64666.31,64981.44,68735.875,58790.49,60148.39,77595.27,62062.668,62641.203,115037.77,71369.336,74956.93,61707.914,60368.617,60482.402
RGI60-08.02144,6734000.0,6734000.0,6734000.0,6734000.0,6734000.0,6734000.0,6734000.0,6734000.0,6734000.0,6734000.0,6734000.0,6734000.0,6734000.0,6734000.0,6734000.0,6734000.0,6734000.0,6734000.0,6734000.0,6734000.0,6734000.0,6734000.0,6734000.0,6734000.0,6734000.0,6734000.0,6722841.5,6711619.5,6687546.5,6684436.0,6677999.5,6671253.5,6648862.5,6641546.5,6641653.5,6628776.0,6617164.5,6626929.0,6613522.0,6612075.0,6588168.0,6574211.0,6565754.0
RGI60-08.02146,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150126.72,151256.52,149297.1,151816.4,150402.69,150505.22,148787.8,148648.98,155186.8,148346.92,148199.78,262883.66,149884.67,148936.64,147125.6,146247.31,146026.22
RGI60-08.02147,193000.0,193000.0,193000.0,193000.0,193000.0,193000.0,193000.0,193000.0,193000.0,193000.0,193000.0,193000.0,193000.0,193000.0,193000.0,193000.0,193000.0,193000.0,193000.0,193000.0,193000.0,193000.0,193000.0,193000.0,193000.0,193000.0,189931.25,189592.42,184313.92,184594.05,184184.48,183858.33,179548.98,178983.38,180100.22,178172.97,177356.2,273430.84,177812.5,177343.89,173615.78,172386.42,171949.44
RGI60-08.02153,279000.0,279000.0,279000.0,279000.0,279000.0,279000.0,279000.0,279000.0,279000.0,279000.0,279000.0,279000.0,279000.0,279000.0,279000.0,279000.0,279000.0,279000.0,279000.0,279000.0,279000.0,279000.0,279000.0,279000.0,279000.0,279000.0,275138.03,274330.0,265817.2,265589.38,264560.62,263845.22,262507.2,262279.3,262864.94,262147.12,261863.62,283712.47,262448.9,262765.47,260030.11,258557.84,257908.03
RGI60-08.02154,136000.0,136000.0,136000.0,136000.0,136000.0,136000.0,136000.0,136000.0,136000.0,136000.0,136000.0,136000.0,136000.0,136000.0,136000.0,136000.0,136000.0,136000.0,136000.0,136000.0,136000.0,136000.0,136000.0,136000.0,136000.0,136000.0,135137.73,135336.8,130194.7,130543.01,130397.74,130468.98,126394.016,126308.17,140566.22,125924.79,125589.89,186806.36,126452.99,126161.29,121150.39,119885.36,119597.85
RGI60-08.02155,1653000.0,1653000.0,1653000.0,1653000.0,1653000.0,1653000.0,1653000.0,1653000.0,1653000.0,1653000.0,1653000.0,1653000.0,1653000.0,1653000.0,1653000.0,1653000.0,1653000.0,1653000.0,1653000.0,1653000.0,1653000.0,1653000.0,1653000.0,1653000.0,1653000.0,1653000.0,1644127.6,1640316.8,1625671.1,1624068.1,1620977.5,1617693.1,1606840.2,1603824.8,1604063.0,1598408.9,1593715.5,1597326.0,1590227.2,1588326.1,1578676.2,1573214.0,1570420.1
RGI60-08.02156,324000.0,324000.0,324000.0,324000.0,324000.0,324000.0,324000.0,324000.0,324000.0,324000.0,324000.0,324000.0,324000.0,324000.0,324000.0,324000.0,324000.0,324000.0,324000.0,324000.0,324000.0,324000.0,324000.0,324000.0,324000.0,324000.0,323327.25,323126.78,321284.88,321136.1,320732.22,320429.12,318978.22,318335.8,318431.72,317463.1,316841.9,337931.03,316914.4,316600.88,314199.16,312803.9,312091.8
RGI60-08.02158,542000.0,542000.0,542000.0,542000.0,542000.0,542000.0,542000.0,542000.0,542000.0,542000.0,542000.0,542000.0,542000.0,542000.0,542000.0,542000.0,542000.0,542000.0,542000.0,542000.0,542000.0,542000.0,542000.0,542000.0,542000.0,542000.0,540693.5,540807.6,537520.9,537381.1,536711.5,536172.2,533317.8,532112.25,532302.75,530452.06,529220.5,533514.2,528957.7,528422.75,524135.84,521608.7,520286.3
RGI60-08.02159,1262000.0,1262000.0,1262000.0,1262000.0,1262000.0,1262000.0,1262000.0,1262000.0,1262000.0,1262000.0,1262000.0,1262000.0,1262000.0,1262000.0,1262000.0,1262000.0,1262000.0,1262000.0,1262000.0,1262000.0,1262000.0,1262000.0,1262000.0,1262000.0,1262000.0,1262000.0,1260602.2,1260468.8,1254765.4,1254593.6,1253880.6,1253420.6,1249463.6,1247915.4,1248461.8,1245861.4,1244135.2,1246689.5,1243461.0,1243215.6,1236029.6,1231817.0,1229438.1
RGI60-08.02160,4748000.0,4748000.0,4748000.0,4748000.0,4748000.0,4748000.0,4748000.0,4748000.0,4748000.0,4748000.0,4748000.0,4748000.0,4748000.0,4748000.0,4748000.0,4748000.0,4748000.0,4748000.0,4748000.0,4748000.0,4748000.0,4748000.0,4748000.0,4748000.0,4748000.0,4748000.0,4745894.0,4743053.0,4728116.0,4725739.5,4721947.0,4718790.5,4707698.0,4702231.0,4701806.0,4693860.0,4688031.5,4692838.5,4684370.5,4681452.0,4663921.5,4653262.0,4646358.0
RGI60-08.02646,589000.0,589000.0,589000.0,589000.0,589000.0,589000.0,589000.0,589000.0,589000.0,589000.0,589000.0,589000.0,589000.0,589000.0,589000.0,589000.0,589000.0,589000.0,589000.0,589000.0,589000.0,589000.0,589000.0,589000.0,589000.0,589000.0,589000.0,589000.0,589000.0,586119.06,583872.75,573797.75,564818.94,563358.3,563808.7,561737.44,557477.3,573227.9,559782.44,579619.25,559395.2,558905.3,561466.5
RGI60-08.02762,564000.0,564000.0,564000.0,564000.0,564000.0,564000.0,564000.0,564000.0,564000.0,564000.0,564000.0,564000.0,564000.0,564000.0,564000.0,564000.0,564000.0,564000.0,564000.0,564000.0,564000.0,564000.0,564000.0,564000.0,564000.0,564000.0,564000.0,564000.0,564000.0,564529.8,564620.44,560688.8,555318.0,554006.56,554379.94,551989.2,547511.8,652965.94,549612.6,669161.06,549734.06,549496.2,641282.2
RGI60-08.02764,717000.0,717000.0,717000.0,717000.0,717000.0,717000.0,717000.0,717000.0,717000.0,717000.0,717000.0,717000.0,717000.0,717000.0,717000.0,717000.0,717000.0,717000.0,717000.0,717000.0,717000.0,717000.0,717000.0,717000.0,717000.0,717000.0,717000.0,717000.0,717000.0,714764.06,710990.6,705373.6,695980.0,693427.7,692507.8,689010.5,682377.8,693581.75,680209.8,681399.06,676507.75,674982.7,675277.06
RGI60-08.02765,128000.0,128000.0,128000.0,128000.0,128000.0,128000.0,128000.0,128000.0,128000.0,128000.0,128000.0,128000.0,128000.0,128000.0,128000.0,128000.0,128000.0,128000.0,128000.0,128000.0,128000.0,128000.0,128000.0,128000.0,128000.0,128000.0,128000.0,128000.0,128000.0,125344.53,123726.79,119057.805,114540.24,112056.805,111825.02,110797.6,109136.78,152783.14,108897.836,121290.22,106841.7,105695.85,105896.66
RGI60-08.02767,272000.0,272000.0,272000.0,272000.0,272000.0,272000.0,272000.0,272000.0,272000.0,272000.0,272000.0,272000.0,272000.0,272000.0,272000.0,272000.0,272000.0,272000.0,272000.0,272000.0,272000.0,272000.0,272000.0,272000.0,272000.0,272000.0,272000.0,272000.0,272000.0,271050.75,270070.1,264829.34,257344.44,254789.67,253951.88,249597.45,245875.06,265218.25,246104.08,261839.0,242863.2,240338.98,242637.02
RGI60-08.02768,157759.36,157759.36,157759.36,157759.36,157759.36,157759.36,157759.36,157759.36,157759.36,157759.36,157759.36,157759.36,157759.36,157759.36,157759.36,157759.36,157759.36,157759.36,157759.36,157759.36,157759.36,157759.36,157759.36,157759.36,157759.36,157759.36,157759.36,157759.36,157759.36,157932.73,157963.03,156157.81,153652.73,152937.52,153088.55,152044.25,150001.12,193520.83,151238.86,203125.14,150857.48,150654.47,172113.58
RGI60-08.02769,165000.0,165000.0,165000.0,165000.0,165000.0,165000.0,165000.0,165000.0,165000.0,165000.0,165000.0,165000.0,165000.0,165000.0,165000.0,165000.0,165000.0,165000.0,165000.0,165000.0,165000.0,165000.0,165000.0,165000.0,165000.0,165000.0,165000.0,165000.0,165000.0,165627.17,165612.72,164506.98,162559.17,162074.6,162156.33,161341.31,159907.92,182123.52,160614.94,179398.0,160033.92,159848.14,171086.25
RGI60-08.02770,161000.0,161000.0,161000.0,161000.0,161000.0,161000.0,161000.0,161000.0,161000.0,161000.0,161000.0,161000.0,161000.0,161000.0,161000.0,161000.0,161000.0,161000.0,161000.0,161000.0,161000.0,161000.0,161000.0,161000.0,161000.0,161000.0,161000.0,161000.0,161000.0,161021.94,160989.27,159974.62,158523.08,158138.45,158088.52,157425.98,156268.61,217839.78,156535.31,158272.98,155732.34,155512.22,174415.34
RGI60-08.02773,178000.0,178000.0,178000.0,178000.0,178000.0,178000.0,178000.0,178000.0,178000.0,178000.0,178000.0,178000.0,178000.0,178000.0,178000.0,178000.0,178000.0,178000.0,178000.0,178000.0,178000.0,178000.0,178000.0,178000.0,178000.0,178000.0,178000.0,178000.0,178000.0,178096.75,178150.47,175868.62,172234.75,171240.88,171287.06,169514.73,166172.14,266326.1,180051.42,246722.8,165769.78,164843.3,220051.81
RGI60-08.02775,3002000.0,3002000.0,3002000.0,3002000.0,3002000.0,3002000.0,3002000.0,3002000.0,3002000.0,3002000.0,3002000.0,3002000.0,3002000.0,3002000.0,3002000.0,3002000.0,3002000.0,3002000.0,3002000.0,3002000.0,3002000.0,3002000.0,3002000.0,3002000.0,3002000.0,3002000.0,3002000.0,3002000.0,3002000.0,2996709.0,2988187.0,2972634.8,2951912.5,2939416.5,2937227.0,2927269.5,2910797.8,2915265.0,2908079.2,2914431.5,2896232.5,2887247.8,2889864.5
RGI60-08.02776,2353000.0,2353000.0,2353000.0,2353000.0,2353000.0,2353000.0,2353000.0,2353000.0,2353000.0,2353000.0,2353000.0,2353000.0,2353000.0,2353000.0,2353000.0,2353000.0,2353000.0,2353000.0,2353000.0,2353000.0,2353000.0,2353000.0,2353000.0,2353000.0,2353000.0,2353000.0,2353000.0,2353000.0,2353000.0,2341919.5,2336285.0,2318149.2,2298728.2,2293290.8,2292162.8,2284870.0,2272408.5,2276415.8,2272088.0,2277206.0,2266421.8,2263650.5,2266780.0
RGI60-08.02779,3379000.0,3379000.0,3379000.0,3379000.0,3379000.0,3379000.0,3379000.0,3379000.0,3379000.0,3379000.0,3379000.0,3379000.0,3379000.0,3379000.0,3379000.0,3379000.0,3379000.0,3379000.0,3379000.0,3379000.0,3379000.0,3379000.0,3379000.0,3379000.0,3379000.0,3379000.0,3379000.0,3379000.0,3379000.0,3379474.0,3376760.0,3369844.2,3360531.5,3355497.0,3354097.0,3348639.5,3339661.8,3341752.2,3338111.2,3341748.5,3332555.2,3329463.2,3329674.8
RGI60-08.02780,5091000.0,5091000.0,5091000.0,5091000.0,5091000.0,5091000.0,5091000.0,5091000.0,5091000.0,5091000.0,5091000.0,5091000.0,5091000.0,5091000.0,5091000.0,5091000.0,5091000.0,5091000.0,5091000.0,5091000.0,5091000.0,5091000.0,5091000.0,5091000.0,5091000.0,5091000.0,5091000.0,5091000.0,5091000.0,5095601.5,5093192.5,5080826.0,5071012.0,5066941.0,5066023.0,5060066.0,5051636.0,5061808.5,5052185.5,5054245.5,5043807.0,5040239.0,5040974.0
RGI60-08.02781,1255000.0,1255000.0,1255000.0,1255000.0,1255000.0,1255000.0,1255000.0,1255000.0,1255000.0,1255000.0,1255000.0,1255000.0,1255000.0,1255000.0,1255000.0,1255000.0,1255000.0,1255000.0,1255000.0,1255000.0,1255000.0,1255000.0,1255000.0,1255000.0,1255000.0,1255000.0,1255000.0,1255000.0,1255000.0,1254748.4,1254457.9,1251616.8,1247632.0,1246318.0,1245955.1,1243926.6,1240641.9,1283147.1,1240772.8,1242072.1,1237738.5,1236579.8,1237152.8
RGI60-08.02784,854000.0,854000.0,854000.0,854000.0,854000.0,854000.0,854000.0,854000.0,854000.0,854000.0,854000.0,854000.0,854000.0,854000.0,854000.0,854000.0,854000.0,854000.0,854000.0,854000.0,854000.0,854000.0,854000.0,854000.0,854000.0,854000.0,854000.0,854000.0,854000.0,854225.25,853938.6,851146.6,848542.9,847164.9,847073.6,845192.06,841343.4,842038.6,841508.56,875857.9,840278.6,839239.4,838839.94
