"","Date","TESSEVATN","AURSJOEN","RAUDDALSVATN","BREIDALSVATN"
"892",2012-06-10,62420688,14520444,45986396,46595732
"893",2012-06-11,64565456,14830865,48112300,48250056
"894",2012-06-12,66765768,15110301,50103656,49824524
"895",2012-06-13,68679960,15574580,51750556,51274376
"896",2012-06-14,70806392,15821484,53217472,52619804
"897",2012-06-15,72308472,16008191,54171520,53697324
"898",2012-06-16,73326192,16188447,55386456,55025512
"899",2012-06-17,74467232,16370383,56609008,56430520
"900",2012-06-18,75494576,16546616,58327916,58125320
"901",2012-06-19,78093432,16966234,60148272,59881944
"902",2012-06-20,79990976,17175030,61313600,61311552
"903",2012-06-21,80852248,17335748,62224264,62625312
"904",2012-06-22,82384128,17482528,64928272,64730628
"905",2012-06-23,85537568,17630652,68628328,67452104
"906",2012-06-24,88117784,17776656,71767064,7e+07
"907",2012-06-25,89990056,17976850,74973360,7e+07
"908",2012-06-26,91964568,18129278,78400848,7e+07
"909",2012-06-27,93733656,18279230,80655552,7e+07
"910",2012-06-28,94673320,18414316,82312712,69993632
"911",2012-06-29,95839472,18537724,85479528,7e+07
"912",2012-06-30,98319952,18769888,89373656,7e+07
"913",2012-07-01,101486520,18920564,93817392,7e+07
"914",2012-07-02,104349928,19061660,97668400,7e+07
"915",2012-07-03,105967096,19186094,100357232,7e+07
"916",2012-07-04,108064200,19463678,104525240,7e+07
"917",2012-07-05,111319208,19670446,109942968,7e+07
"918",2012-07-06,114336672,19806220,116358704,7e+07
"919",2012-07-07,117489256,19925420,123779928,7e+07
"920",2012-07-08,120516544,20108776,131235592,7e+07
"921",2012-07-09,123515848,20251174,137648432,7e+07
"922",2012-07-10,126134288,20396756,143292656,7e+07
"923",2012-07-11,1.3e+08,20694428,149037904,7e+07
"924",2012-07-12,1.3e+08,21015242,154269424,7e+07
"925",2012-07-13,1.3e+08,21404136,158876752,69999592
"926",2012-07-14,1.3e+08,21671876,162395104,69990424
"927",2012-07-15,1.3e+08,21849060,165270048,69977400
"928",2012-07-16,129996768,22002986,165981456,69985808
"929",2012-07-17,129991416,22141440,165994672,69986944
"930",2012-07-18,129995456,22378172,165987472,69983544
"931",2012-07-19,129992488,22531290,165981376,69986032
"932",2012-07-20,1.3e+08,22923388,1.66e+08,69999952
"933",2012-07-21,1.3e+08,23113660,165994512,69980384
"934",2012-07-22,129997488,23263154,165993088,69980800
"935",2012-07-23,1.3e+08,23531212,165980560,69993552
"936",2012-07-24,1.3e+08,23692202,1.66e+08,69985520
"937",2012-07-25,129988696,23817384,1.66e+08,69990800
"938",2012-07-26,129994112,23943860,1.66e+08,69998328
"939",2012-07-27,129991896,24057648,1.66e+08,69977288
"940",2012-07-28,129994144,24179680,1.66e+08,69996248
"941",2012-07-29,1.3e+08,24446118,1.66e+08,69991568
"942",2012-07-30,129990000,24592708,1.66e+08,69987504
"943",2012-07-31,1.3e+08,24776488,1.66e+08,69986928
"944",2012-08-01,129999968,24914252,1.66e+08,69998264
"945",2012-08-02,129994072,25046694,165997296,69987888
"946",2012-08-03,129995008,25175538,1.66e+08,69980120
"947",2012-08-04,1.3e+08,25330788,1.66e+08,69996088
"948",2012-08-05,1.3e+08,25660884,165991040,69998320
"949",2012-08-06,129998496,25858906,165998880,69994360
"950",2012-08-07,129993320,25991598,165978096,69984512
"951",2012-08-08,1.3e+08,26125308,165995168,69997600
"952",2012-08-09,129994488,26246960,165992960,69998896
"953",2012-08-10,129993152,26618012,165996640,69999920
"954",2012-08-11,129998680,26805788,165985712,69986760
"955",2012-08-12,129988272,26922172,165978272,69985144
"956",2012-08-13,129999704,27030288,165984960,69978600
"957",2012-08-14,129991624,27225202,1.66e+08,69993752
"958",2012-08-15,129995720,27357460,165976224,69984144
"959",2012-08-16,129998288,27464510,165990432,69997400
"960",2012-08-17,129997696,27567884,165982752,69998808
"961",2012-08-18,129999632,27684890,165980480,69981584
"962",2012-08-19,1.3e+08,28113274,1.66e+08,69993776
"963",2012-08-20,1.3e+08,28280506,165991488,69997336
"964",2012-08-21,129989960,28417878,165981696,69997800
"965",2012-08-22,129997280,28551804,165976080,69997400
"966",2012-08-23,129999152,28867584,165990032,69992352
"967",2012-08-24,129992856,29047448,165998352,69983432
"968",2012-08-25,129990064,29176272,165993600,69992640
"969",2012-08-26,129988360,29305640,165981264,69996632
"970",2012-08-27,129987496,29453384,165987024,69987152
"971",2012-08-28,129993112,29572638,165989584,69993040
"972",2012-08-29,1.3e+08,29784890,165991248,69993136
"973",2012-08-30,129988776,29906236,165975776,69984184
"974",2012-08-31,129996832,30030608,165980528,69984184
"975",2012-09-01,129993784,30144762,165996512,69977552
"976",2012-09-02,129993520,30256472,165997536,69991520
"977",2012-09-03,129994032,30367086,165991392,69993488
"978",2012-09-04,129988264,30477024,165976656,69990328
"979",2012-09-05,129992248,30584596,1.66e+08,69989568
"980",2012-09-06,129998400,30715028,165991728,69993160
"981",2012-09-07,129990784,30825916,165978544,69997304
"982",2012-09-08,129990144,30941174,165979936,69989392
"983",2012-09-09,129996648,31048566,165980560,69994480
"984",2012-09-10,129998712,31196328,165982944,69999064
"985",2012-09-11,1.3e+08,31313974,165988288,69990320
"986",2012-09-12,1.3e+08,31422304,165977824,69991568
"987",2012-09-13,129988624,31523750,165985472,69977552
"988",2012-09-14,129996840,31740854,165983456,69986240
"989",2012-09-15,129990624,31862332,165989392,69988976
"990",2012-09-16,129996784,32000276,165989296,69987896
"991",2012-09-17,129996968,32129548,165999216,69986008
"992",2012-09-18,129988192,32241266,165990704,69980096
"993",2012-09-19,129998800,32350568,165985232,69987864
"994",2012-09-20,129990688,32451848,165978432,69999216
"995",2012-09-21,129993256,32552876,165988912,69997808
"996",2012-09-22,129988320,32651622,165976064,69993728
"997",2012-09-23,129991736,32750902,165983952,69992944
"998",2012-09-24,129988688,32846808,165993904,69997760
"999",2012-09-25,129999288,32942194,165994384,69994176
"1000",2012-09-26,129995744,33036260,165984848,69980928
"1001",2012-09-27,129992624,33131448,165999856,69986320
"1002",2012-09-28,129995864,33226826,165981408,69986528
"1003",2012-09-29,129993696,33325130,165999632,69986144
"1004",2012-09-30,129998984,33424022,165976256,69996032
"1005",2012-10-01,129998328,33526206,165979408,69985352
"1006",2012-10-02,129999440,33635916,165977200,69990368
"1007",2012-10-03,129992432,33740380,165982048,69982560
"1008",2012-10-04,129998616,33836780,165997088,69998224
"1009",2012-10-05,129987032,33927044,165983552,69997280
"1010",2012-10-06,129987496,34014560,165999248,69988984
"1011",2012-10-07,129990536,34099620,165991568,69986224
"1012",2012-10-08,129987592,34187312,165981616,69992016
"1013",2012-10-09,129993944,34273876,165994576,69979048
"1014",2012-10-10,129995496,34358116,165988368,69983064
"1015",2012-10-11,129675080,34443908,165997008,69994848
"1016",2012-10-12,129353136,34526940,165995248,69992720
"1017",2012-10-13,129026992,34609428,165985840,69980248
"1018",2012-10-14,128692232,34688796,165992592,69980400
"1019",2012-10-15,128354976,34767296,165994976,69996928
"1020",2012-10-16,128014520,34846604,165121472,69987272
"1021",2012-10-17,127669296,34925804,164244240,69997184
"1022",2012-10-18,127323408,35004000,163369952,69998448
"1023",2012-10-19,127213640,35171184,162641568,69995248
"1024",2012-10-20,126877952,35250436,161801440,69999560
"1025",2012-10-21,126530696,35328700,160960624,69989040
"1026",2012-10-22,126173736,35405164,160100752,69987864
"1027",2012-10-23,125808384,35480188,159226624,69988216
"1028",2012-10-24,125443760,35562184,158396144,69978192
"1029",2012-10-25,125069880,35635700,157518336,69989376
"1030",2012-10-26,124689088,35709152,156633072,69990368
"1031",2012-10-27,124305224,35782572,155740704,69982976
"1032",2012-10-28,123920816,35856288,154842000,69991968
"1033",2012-10-29,123532344,35929092,153937536,69994976
"1034",2012-10-30,123140080,36001064,153027824,69992224
"1035",2012-10-31,122742888,36072000,152113536,69984072
"1036",2012-11-01,122339544,36140960,151193280,69991336
"1037",2012-11-02,121932640,36207852,150289328,69989640
"1038",2012-11-03,121522264,36275604,149364880,69996920
"1039",2012-11-04,121109432,36343900,148438000,69978488
"1040",2012-11-05,120692368,36410936,147506528,69978408
"1041",2012-11-06,120271392,36477596,146572592,69997976
"1042",2012-11-07,119844000,36543184,145636352,69992112
"1043",2012-11-08,119415504,36608784,144697296,69983336
"1044",2012-11-09,118983504,36674060,143755808,69995048
"1045",2012-11-10,118546600,36737576,142810656,69979144
"1046",2012-11-11,118358296,36799684,141898112,69985040
"1047",2012-11-12,117916992,36861460,140950864,69998960
"1048",2012-11-13,117467704,36922772,140000544,69985880
"1049",2012-11-14,117015480,37045084,139245824,69997752
"1050",2012-11-15,116581928,37105868,138486160,69977680
"1051",2012-11-16,116141240,37162100,137597696,69994760
"1052",2012-11-17,115772728,37264648,136765584,69992200
"1053",2012-11-18,115319040,37323132,135853872,69986632
"1054",2012-11-19,114854568,37381056,134920256,69995088
"1055",2012-11-20,114381504,37437616,133973864,69992816
"1056",2012-11-21,114135152,37739904,133224832,69994904
"1057",2012-11-22,113970576,37978224,132464720,69988752
"1058",2012-11-23,113608416,38045472,131588816,69980656
"1059",2012-11-24,113316592,38103236,130824336,69988776
"1060",2012-11-25,112855416,38161280,129901496,69977144
"1061",2012-11-26,112369392,38218664,128958600,69995400
"1062",2012-11-27,111870656,38275084,128000528,69979104
"1063",2012-11-28,111364480,38331208,127031000,69977344
"1064",2012-11-29,110854088,38066500,126052352,69991552
"1065",2012-11-30,110339784,37800956,125066288,69545000
"1066",2012-12-01,109821736,37534196,124074000,69090840
"1067",2012-12-02,109300056,37266444,123076544,68630048
"1068",2012-12-03,108774816,36997736,122074664,68163272
"1069",2012-12-04,108246024,36728000,121068792,67690800
"1070",2012-12-05,107713680,36457248,120059304,67212960
"1071",2012-12-06,107177752,36185424,119046496,66730060
"1072",2012-12-07,106638272,35912660,118030576,66242304
"1073",2012-12-08,106095024,35638640,117011688,65749848
"1074",2012-12-09,105547832,35362996,115989288,65252144
"1075",2012-12-10,104997584,35087180,114964680,64750424
"1076",2012-12-11,104444032,34810504,113937480,64244532
"1077",2012-12-12,103887008,34532872,112907672,63734388
"1078",2012-12-13,103326504,34254292,111875288,63220048
"1079",2012-12-14,102762512,33974768,110840352,62701560
"1080",2012-12-15,102194584,33693992,109802328,62177884
"1081",2012-12-16,101622456,33411246,108759936,61647544
"1082",2012-12-17,101046416,33127610,107715848,61114056
"1083",2012-12-18,100468024,32843940,106670400,60578284
"1084",2012-12-19,99886400,32559530,105622632,60038876
"1085",2012-12-20,99301504,32274442,104572608,59495776
"1086",2012-12-21,98713160,31988452,103520176,58948844
"1087",2012-12-22,98121336,31701468,102465328,58398040
"1088",2012-12-23,97524856,31412804,101407248,57842268
"1089",2012-12-24,96925376,31123422,100346368,57281920
"1090",2012-12-25,96323104,30833564,99283720,56718780
"1091",2012-12-26,95717496,30543066,98218872,56152084
"1092",2012-12-27,95108328,30251332,97151184,55581064
"1093",2012-12-28,94494440,29958132,96081112,55006804
"1094",2012-12-29,93876664,29663778,95007336,54426892
"1095",2012-12-30,93255320,29367990,93930768,53842576
"1096",2012-12-31,92630864,29071400,92851480,53253892
"1097",2013-01-01,92002864,28774472,91770840,52662396
"1098",2013-01-02,91372072,28477006,90688264,52067984
"1099",2013-01-03,90734688,28177472,89602448,51468928
"1100",2013-01-04,90091688,27875162,88518000,50867052
"1101",2013-01-05,89449880,27574372,87472056,50415188
"1102",2013-01-06,88805248,27273846,86382512,49834128
"1103",2013-01-07,88157688,26972458,85289080,49239152
"1104",2013-01-08,87505904,26669510,84192272,48633812
"1105",2013-01-09,86851112,26365490,83092544,48020252
"1106",2013-01-10,86192968,26061614,81991008,47400644
"1107",2013-01-11,85532272,25757558,80887056,46775692
"1108",2013-01-12,84868248,25452688,79780640,46145588
"1109",2013-01-13,84200264,25146454,78671352,45510404
"1110",2013-01-14,83528368,24838660,77559000,44870024
"1111",2013-01-15,82853376,24530446,76444400,44225416
"1112",2013-01-16,82175168,24221652,75327352,43576532
"1113",2013-01-17,81493872,23912692,74208208,42923848
"1114",2013-01-18,80809136,23602918,73086528,42266960
"1115",2013-01-19,80119568,23290846,71961304,41604796
"1116",2013-01-20,79426656,22976578,70832424,40937064
"1117",2013-01-21,78731224,22664232,69702888,40267456
"1118",2013-01-22,78031208,22349864,68569944,39593084
"1119",2013-01-23,77326856,22033658,67433848,38913600
"1120",2013-01-24,76619936,21717088,66295172,38230564
"1121",2013-01-25,75910720,21401628,65155308,37544612
"1122",2013-01-26,75198048,21085352,64012836,36854376
"1123",2013-01-27,74481872,20768276,62867632,36159860
"1124",2013-01-28,73761912,20449738,61718444,35459384
"1125",2013-01-29,73036720,20129336,60566352,34754252
"1126",2013-01-30,72308472,19808598,59411424,34044896
"1127",2013-01-31,71575960,19486994,58254004,33331752
"1128",2013-02-01,70840088,19165202,57094796,32615296
"1129",2013-02-02,70101432,18842822,55933172,31894912
"1130",2013-02-03,69359416,18519376,54768336,31169716
"1131",2013-02-04,68614880,18195286,53600536,30439776
"1132",2013-02-05,67866704,17870814,52430712,29706024
"1133",2013-02-06,67114144,17545444,51258040,28967744
"1134",2013-02-07,66358532,17219282,50082472,28224982
"1135",2013-02-08,65599532,16892326,48904020,27477548
"1136",2013-02-09,64836752,16564291,47722328,26724956
"1137",2013-02-10,64070156,16235563,46537768,25967642
"1138",2013-02-11,63300060,15906065,45350268,25205466
"1139",2013-02-12,62526180,15575547,44159424,24438032
"1140",2013-02-13,61748320,15244313,42965644,23665472
"1141",2013-02-14,60966332,14911890,41767836,22886436
"1142",2013-02-15,60180168,14577830,40565416,22100504
"1143",2013-02-16,59390712,14242393,39359280,21308750
"1144",2013-02-17,58596256,13905810,38150688,20512154
"1145",2013-02-18,57797856,13567719,36937692,19709092
"1146",2013-02-19,56994592,13228820,35721036,18900232
"1147",2013-02-20,56189748,12890929,34502000,18085672
"1148",2013-02-21,55379684,12550758,33279718,17265180
"1149",2013-02-22,54565740,12210182,32053716,16437361
"1150",2013-02-23,53747748,11869343,30824362,15603242
"1151",2013-02-24,52925680,11526565,29590488,14761300
"1152",2013-02-25,52098580,11182696,28351938,13911110
"1153",2013-02-26,51263440,10834694,27106308,13051120
"1154",2013-02-27,50412388,10478847,25849500,12176319
"1155",2013-02-28,49557780,10124371,24589014,11292426
"1156",2013-03-01,48705368,9774121,23330718,10405371
"1157",2013-03-02,47848824,9423425,22068208,9508629
"1158",2013-03-03,46991376,9072616,20801618,8601666
"1159",2013-03-04,46132016,8720047,19528202,7680793
"1160",2013-03-05,45269272,8366359.5,18249328,6746478.5
"1161",2013-03-06,44400276,8011905.5,16964852,5797017.5
"1162",2013-03-07,43529296,7657497.5,15675143,4830927.5
"1163",2013-03-08,42657256,7303467,14380526,3845117
"1164",2013-03-09,41778168,6947239,13078065,2832944.25
"1165",2013-03-10,40895940,6590902.5,11768942,1789699.75
"1166",2013-03-11,40006244,6231070,10449437,1882108.25
"1167",2013-03-12,39111028,5870111.5,9119541,1972440.875
"1168",2013-03-13,38212180,5509025,7781268,2064194.75
"1169",2013-03-14,37307500,5144532.5,6428695,2152972.75
"1170",2013-03-15,36399716,4780434.5,5064057,2242572.75
"1171",2013-03-16,35485436,4413779.5,3681607.5,2330133.75
"1172",2013-03-17,34563180,4043865.75,2278771.75,2414967.25
"1173",2013-03-18,33637536,3673195.5,2341452.75,2499087.5
"1174",2013-03-19,32707030,3301781.25,2405140,2583925.25
"1175",2013-03-20,31770638,2927256.75,2466862.75,2666520.5
"1176",2013-03-21,30829480,2550248.75,2527596.75,2748041.5
"1177",2013-03-22,29879274,2170316.75,2587891,2828735.5
"1178",2013-03-23,28926682,1789847.125,2649232,2910391.5
"1179",2013-03-24,27965134,1405312.875,2709320.75,2990456
"1180",2013-03-25,26997156,1017311.5625,2768829.5,3070125.5
"1181",2013-03-26,26022730,626040.25,2827497,3148622
"1182",2013-03-27,25040548,637573.5625,2884829,3225763.5
"1183",2013-03-28,24050994,647946.1875,2939600.5,3300183.5
"1184",2013-03-29,23054730,659398.75,2995962,3376216
"1185",2013-03-30,22052608,671159.9375,3052075,3451483.5
"1186",2013-03-31,21039586,681471.125,3106739.75,3525202.5
"1187",2013-04-01,20020716,691795.0625,3161158.5,3598927.75
"1188",2013-04-02,18991100,699539.1875,3211222.25,3667625.25
"1189",2013-04-03,17953522,708398.25,3262953,3737895.25
"1190",2013-04-04,16907060,714899.8125,3311864,3805226
"1191",2013-04-05,15850943,723271.75,3362882.75,3874512.25
"1192",2013-04-06,14783969,730059.125,3411470,3940912.25
"1193",2013-04-07,13709311,737191.4375,3460417.25,4007838.5
"1194",2013-04-08,12624785,743311.375,3507123,4072025.5
"1195",2013-04-09,11531151,750340.4375,3554913,4137194.25
"1196",2013-04-10,10420501,756457.3125,3601903.5,4201260.5
"1197",2013-04-11,9295454,761206.8125,3646619.25,4262696.5
"1198",2013-04-12,8158499,765591,3689103.75,4321791
"1199",2013-04-13,7002185,767495.5625,3729876.75,4378695.5
"1200",2013-04-14,5826085,770609.3125,3771243,4435112.5
"1201",2013-04-15,4875218.5,794235,4014208.5,4652532.5
"1202",2013-04-16,4508467,1253672.25,4378778,4976838
"1203",2013-04-17,3497765,1455142.5,4709928,5271624.5
"1204",2013-04-18,4222312,1466435.625,4930113.5,5485281
"1205",2013-04-19,5085383.5,1491646.75,5211901.5,5762798
"1206",2013-04-20,5304373,1494275.25,5329459.5,5899439.5
"1207",2013-04-21,5456000.5,1492035.5,5427399.5,6018768.5
"1208",2013-04-22,5726751,1489343.125,5542324,6165999
"1209",2013-04-23,5860656.5,1488838.375,5629572.5,6292779
"1210",2013-04-24,5979846.5,1488263.25,5700218.5,6391252.5
"1211",2013-04-25,6073987.5,1487960,5764162.5,6483751
"1212",2013-04-26,6163711.5,1482623.25,5817747,6566727.5
"1213",2013-04-27,6250907.5,1480943.125,5870488,6648477
"1214",2013-04-28,6333736.5,1477158.75,5917529.5,6724008.5
"1215",2013-04-29,6417082,1473201.375,5961478,6794998
"1216",2013-04-30,6496416.5,1467924.5,6002407,6863500
"1217",2013-05-01,6585372,1471466.5,6051708,6940097
"1218",2013-05-02,6670134,1470533.625,6094187,7008579.5
"1219",2013-05-03,6748820,1467900.625,6134267.5,7075587.5
"1220",2013-05-04,6843820.5,1471657.125,6179791,7146590.5
"1221",2013-05-05,6926150,1467030.625,6214747.5,7206946
"1222",2013-05-06,7648624,1768418.375,6426691.5,7478457.5
"1223",2013-05-07,9048051,2531778.5,7024965.5,8040760.5
"1224",2013-05-08,10325638,2984544.25,7565034,8480980
"1225",2013-05-09,12060250,4078653.5,8743690,9314184
"1226",2013-05-10,13865328,4996886,10618087,10351654
"1227",2013-05-11,15023952,5412575.5,11884658,11238745
"1228",2013-05-12,15774958,5782054.5,12703525,11991508
"1229",2013-05-13,16315304,6115681.5,13326195,12678649
"1230",2013-05-14,16715473,6169566,13699791,13185088
"1231",2013-05-15,16953878,6199046.5,13939241,13550944
"1232",2013-05-16,17586586,6322465.5,14589015,14248611
"1233",2013-05-17,19347820,7125192.5,15731993,15168904
"1234",2013-05-18,22217320,7927963,17805208,16698347
"1235",2013-05-19,26382220,8892729,21074762,18954734
"1236",2013-05-20,32589786,10008749,25570462,21910408
"1237",2013-05-21,38412824,10799152,29483250,24789732
"1238",2013-05-22,42620264,11414442,32409844,27265576
"1239",2013-05-23,46271576,11746362,34042824,28902620
"1240",2013-05-24,47975544,12403882,35140596,30249390
"1241",2013-05-25,49389208,13032387,36127380,31418864
"1242",2013-05-26,52038160,13832978,38071268,32918096
"1243",2013-05-27,56572968,14594932,41108112,34930952
"1244",2013-05-28,60185144,15083773,43688780,37041492
"1245",2013-05-29,62552972,15522153,46298048,39265340
"1246",2013-05-30,65979796,15967338,49800496,41813216
"1247",2013-05-31,71066864,16711359,53863008,44555336
"1248",2013-06-01,76765992,17170804,58201108,47361520
"1249",2013-06-02,82243912,17745048,62595188,50170452
"1250",2013-06-03,87264912,18571712,65104704,52374348
"1251",2013-06-04,89819160,18879410,66248764,53873404
"1252",2013-06-05,91188160,19178218,66997448,54958900
"1253",2013-06-06,92448304,19430590,67646616,55963516
"1254",2013-06-07,93366736,19642556,68239672,56881584
"1255",2013-06-08,94134216,19844276,68767984,57717252
"1256",2013-06-09,94844024,20045562,69260392,58671052
"1257",2013-06-10,95516016,20233306,69737752,59576984
"1258",2013-06-11,96315448,20439284,70672784,60561636
"1259",2013-06-12,97905968,20669412,72761456,61893484
"1260",2013-06-13,100491584,20861826,75650424,63577056
"1261",2013-06-14,102772984,21092046,78530800,65496472
"1262",2013-06-15,104207536,21269680,80134248,66933164
"1263",2013-06-16,105302528,21428536,81574336,68231728
"1264",2013-06-17,106607032,21653356,83205808,69488216
"1265",2013-06-18,107488504,21826626,84466504,69986880
"1266",2013-06-19,108394592,21969510,86176776,69991032
"1267",2013-06-20,110477896,22154042,88637416,69977176
"1268",2013-06-21,113054248,22304152,91449976,69979072
"1269",2013-06-22,118757696,23146312,96266704,7e+07
"1270",2013-06-23,123893960,23544520,100061224,69985776
"1271",2013-06-24,126504552,23765092,102896712,69992976
"1272",2013-06-25,128234848,24035084,106145272,7e+07
"1273",2013-06-26,129746616,24447308,108688904,69980664
"1274",2013-06-27,1.3e+08,24749568,110647608,69994416
"1275",2013-06-28,1.3e+08,24952122,113238560,69980344
"1276",2013-06-29,1.3e+08,25132908,115648240,69981128
"1277",2013-06-30,129991264,25415198,117355280,69983464
"1278",2013-07-01,129993056,25597406,119097280,69989488
"1279",2013-07-02,1.3e+08,25763448,121384816,69978744
"1280",2013-07-03,1.3e+08,25939452,123059256,69990880
"1281",2013-07-04,129996024,26103446,124441504,69980528
"1282",2013-07-05,1.3e+08,26261148,126167288,69984792
"1283",2013-07-06,129994016,26409436,127606376,69985928
"1284",2013-07-07,1.3e+08,26543218,129447376,69982072
"1285",2013-07-08,1.3e+08,26682458,131085560,69982512
"1286",2013-07-09,129999824,26816074,132619352,69984768
"1287",2013-07-10,129990872,26966500,134522368,69991136
"1288",2013-07-11,129994320,27099646,136099584,69985624
"1289",2013-07-12,129987720,27220502,137756336,69993648
"1290",2013-07-13,1.3e+08,27340560,139678384,69993664
"1291",2013-07-14,129989792,27482078,141222208,69982696
"1292",2013-07-15,129988520,27633952,142206416,69995408
"1293",2013-07-16,129997624,27772974,142963104,69986144
"1294",2013-07-17,129992168,27929366,143781968,69990320
"1295",2013-07-18,129995888,28068906,144731168,69978656
"1296",2013-07-19,129989568,28209236,145793264,69979664
"1297",2013-07-20,129993784,28333990,146873312,69983992
"1298",2013-07-21,129991840,28450718,148070752,69981056
"1299",2013-07-22,129995056,28566414,149328752,69996312
"1300",2013-07-23,129997336,28670628,150784800,69997400
"1301",2013-07-24,129988424,28774074,152434816,69984072
"1302",2013-07-25,129998536,28879344,154206880,69990496
"1303",2013-07-26,129999912,28980624,156028160,69990960
"1304",2013-07-27,129987272,29188918,158568736,69994840
"1305",2013-07-28,129994400,29667530,160615968,69989512
"1306",2013-07-29,1.3e+08,29845064,162331456,69992256
"1307",2013-07-30,129997752,29969448,163829760,69982448
"1308",2013-07-31,129996680,30172820,165463088,69997280
"1309",2013-08-01,129997512,30519770,165979520,69988144
"1310",2013-08-02,129999352,30686556,165989632,69987240
"1311",2013-08-03,129990936,30816332,165994768,69992336
"1312",2013-08-04,1.3e+08,31084686,165993632,69979224
"1313",2013-08-05,1.3e+08,31231186,165994064,69993072
"1314",2013-08-06,129993344,31369760,165998144,69977112
"1315",2013-08-07,129995304,31533978,165997552,69992040
"1316",2013-08-08,129997536,31672838,165987872,69990384
"1317",2013-08-09,1.3e+08,32129852,1.66e+08,69978152
"1318",2013-08-10,1.3e+08,32437020,165999600,69987272
"1319",2013-08-11,1.3e+08,32681842,165995808,69979464
"1320",2013-08-12,1.3e+08,33252374,1.66e+08,69999160
"1321",2013-08-13,1.3e+08,33585108,1.66e+08,69995960
"1322",2013-08-14,129999344,34044428,165978672,69994560
"1323",2013-08-15,129988456,34259876,165997712,69998704
"1324",2013-08-16,129987608,34413288,165977296,69995168
"1325",2013-08-17,1.3e+08,34627556,165980688,69995880
"1326",2013-08-18,1.3e+08,34782156,165980720,69990744
"1327",2013-08-19,1.3e+08,35071368,165996400,69994352
"1328",2013-08-20,129997048,35236936,165985760,69991600
"1329",2013-08-21,129994392,35385468,165994672,69996120
"1330",2013-08-22,129988392,35529592,165981808,69995592
"1331",2013-08-23,129995552,35667092,165983360,69998800
"1332",2013-08-24,129993968,35794648,165978144,69991176
"1333",2013-08-25,129991552,35920068,165983408,69998504
"1334",2013-08-26,129992400,36041140,165991584,69993680
"1335",2013-08-27,129993144,36163184,165986304,69989608
"1336",2013-08-28,129988600,36280784,165988528,69988064
"1337",2013-08-29,129988976,36406976,165984160,69996360
"1338",2013-08-30,129999952,36533816,165994304,69993744
"1339",2013-08-31,129994432,36650652,165978880,69977656
"1340",2013-09-01,129987008,36798112,165993088,69988824
"1341",2013-09-02,129987936,36998852,165982112,69984824
"1342",2013-09-03,129988448,37151480,165999184,69984704
"1343",2013-09-04,129999840,37280816,165987952,69995328
"1344",2013-09-05,129989096,37393980,165996240,69991408
"1345",2013-09-06,129996328,37508984,165983920,69993776
"1346",2013-09-07,129989992,37630184,165989536,69989016
"1347",2013-09-08,129999232,37747976,165995776,69997096
"1348",2013-09-09,129993568,37859716,165990400,69993408
"1349",2013-09-10,129995944,37969616,165998816,69980880
"1350",2013-09-11,129988336,38079988,165991760,69990368
"1351",2013-09-12,129997728,38195120,165994064,69999472
"1352",2013-09-13,129988464,38301016,165988032,69979920
"1353",2013-09-14,129992472,38411560,165984384,69986456
"1354",2013-09-15,1.3e+08,38576996,165992064,69983768
"1355",2013-09-16,1.3e+08,38774632,1.66e+08,69979800
"1356",2013-09-17,1.3e+08,38929072,165988128,69997304
"1357",2013-09-18,129997864,39044648,165991216,69999680
"1358",2013-09-19,129996232,39157708,165981408,69987720
"1359",2013-09-20,129998280,39270228,165976128,69992648
"1360",2013-09-21,129989384,39377996,165985024,69989000
"1361",2013-09-22,129998272,39488344,165996448,69996336
"1362",2013-09-23,129999840,39609532,165989888,69993032
"1363",2013-09-24,129996584,39717952,165985408,69982104
"1364",2013-09-25,129992888,39825392,165983792,69984424
"1365",2013-09-26,129996568,39929940,165989648,69995312
"1366",2013-09-27,129994616,40034516,165983008,69993208
"1367",2013-09-28,129997904,40138876,165990832,69979288
"1368",2013-09-29,129992208,40244168,165996928,69990856
"1369",2013-09-30,129994216,40347220,165984976,69977240
"1370",2013-10-01,129998560,40455932,165999024,69992864
"1371",2013-10-02,129996424,40564644,165988992,69997952
"1372",2013-10-03,129999432,40666920,165977664,69982136
"1373",2013-10-04,129999968,40762504,165975232,69994784
"1374",2013-10-05,129989144,40861736,165975488,69986968
"1375",2013-10-06,129996840,40962052,165992304,69988736
"1376",2013-10-07,129999616,41059928,1.66e+08,69998400
"1377",2013-10-08,1.3e+08,41278884,1.66e+08,69992184
"1378",2013-10-09,1.3e+08,41406012,1.66e+08,69979288
"1379",2013-10-10,1.3e+08,41577456,165980416,69978776
"1380",2013-10-11,129993280,41679316,165996576,69996720
"1381",2013-10-12,129989808,41835280,165981904,69984008
"1382",2013-10-13,129990640,41956560,165994256,69993432
"1383",2013-10-14,129947872,42056184,165988400,69984680
"1384",2013-10-15,129804680,42154000,165977312,69981680
"1385",2013-10-16,129587104,42250424,165995632,69994888
"1386",2013-10-17,129322296,42345416,165263136,69980552
"1387",2013-10-18,129024184,42439016,164452000,69979792
"1388",2013-10-19,128709976,42530976,163590464,69988200
"1389",2013-10-20,128383424,42623408,162700912,69988424
"1390",2013-10-21,128045864,42714828,161790176,69978144
"1391",2013-10-22,127699152,42804192,160863184,69980776
"1392",2013-10-23,127557008,42893220,159957504,69981752
