"","Date","TESSEVATN","AURSJOEN","RAUDDALSVATN","BREIDALSVATN"
"111",2010-04-21,3494057,987139.875,4749251,5146253
"112",2010-04-22,3639248,987237.75,4784964.5,5195731.5
"113",2010-04-23,3781365.5,987159.75,4817664,5241478.5
"114",2010-04-24,3927713.25,987902.8125,4850830.5,5287523.5
"115",2010-04-25,4061541.75,985760.125,4882434,5331564
"116",2010-04-26,4323002,981264.4375,4936450.5,5401416
"117",2010-04-27,4677001.5,1039566.5625,5077611,5576091.5
"118",2010-04-28,4831870,1042904.125,5119295.5,5633979.5
"119",2010-04-29,5045408,1044439.3125,5195923.5,5718162.5
"120",2010-04-30,5704654.5,1489004.125,5405730,5959010
"121",2010-05-01,6230872.5,1610628.625,5555063.5,6128982.5
"122",2010-05-02,6424295,1610921.75,5610788.5,6203230
"123",2010-05-03,6589656,1608691.25,5662794,6272619.5
"124",2010-05-04,6741415,1606517.125,5709865.5,6337148.5
"125",2010-05-05,6881492.5,1601625.375,5751314,6395312.5
"126",2010-05-06,7003879,1590675.625,5783909.5,6444955.5
"127",2010-05-07,7134045.5,1581989.125,5815552,6493164
"128",2010-05-08,7307953.5,1572777,5844529,6538389
"129",2010-05-09,7520536.5,1564786,5883757.5,6597565
"130",2010-05-10,7647201.5,1557421.125,5911049.5,6641240.5
"131",2010-05-11,7783591.5,1556304,5941449,6687476
"132",2010-05-12,7898462.5,1546707.25,5964947.5,6726234.5
"133",2010-05-13,8097210.5,1531900,5982485.5,6759953
"134",2010-05-14,8563741,1769373.75,6145583,6942909
"135",2010-05-15,9535166,2785668.5,6502770.5,7235987.5
"136",2010-05-16,12688555,4781537,7679229,7781638.5
"137",2010-05-17,17144020,6904608,9108652,8515737
"138",2010-05-18,19257962,7527060,9947302,9018801
"139",2010-05-19,20929776,8420195,11011025,9744931
"140",2010-05-20,24916368,9475283,13338752,11061795
"141",2010-05-21,30326750,10308987,16036692,12602408
"142",2010-05-22,35590880,11042500,18954974,14478739
"143",2010-05-23,40050068,11651376,21617810,16272380
"144",2010-05-24,42181480,11872354,22955188,17474060
"145",2010-05-25,43148308,11993862,23584520,18208178
"146",2010-05-26,43791824,12085909,23957648,18727466
"147",2010-05-27,44350596,12162950,24269288,19263498
"148",2010-05-28,44872400,12228057,24512140,19697356
"149",2010-05-29,45450336,12304313,24848372,20244298
"150",2010-05-30,46070412,12373112,25144186,20704782
"151",2010-05-31,46940740,12485441,25739104,21380264
"152",2010-06-01,48670452,12645047,26919540,22286410
"153",2010-06-02,51857908,12812730,28998446,23662078
"154",2010-06-03,54657272,12924814,31117424,25097942
"155",2010-06-04,56003580,12994770,32392182,26182252
"156",2010-06-05,57178480,13055411,33540648,27212430
"157",2010-06-06,59262204,13115912,35209936,28484082
"158",2010-06-07,61509640,13170809,36602640,29675220
"159",2010-06-08,63574296,13281918,38294264,31003686
"160",2010-06-09,66414404,13492686,40573520,32465338
"161",2010-06-10,70466136,13829527,42949148,34017608
"162",2010-06-11,74706752,13939635,45903972,35831352
"163",2010-06-12,82169408,14469152,50432956,37971048
"164",2010-06-13,87016376,14646237,52920200,39566540
"165",2010-06-14,88632392,14731306,53984892,40656140
"166",2010-06-15,89703512,14800762,54591832,41465392
"167",2010-06-16,90775872,14861484,55296900,42275012
"168",2010-06-17,92690048,14926078,56596528,43269964
"169",2010-06-18,95149120,15004457,58823648,44605688
"170",2010-06-19,96699552,15086223,60175936,45762400
"171",2010-06-20,97608904,15168145,60842316,46582696
"172",2010-06-21,98359296,15261654,61331612,47283780
"173",2010-06-22,100041312,15376120,62702928,48324980
"174",2010-06-23,103089176,15447784,64489044,49532216
"175",2010-06-24,107490696,15485432,67444568,51187860
"176",2010-06-25,114340944,15745974,71312512,53348596
"177",2010-06-26,118644016,15951992,73699904,55141160
"178",2010-06-27,120662632,16037594,75363096,56505820
"179",2010-06-28,123466784,16087476,77750920,57738840
"180",2010-06-29,127345768,16176156,80812824,59034260
"181",2010-06-30,1.3e+08,16291151,83466528,60254512
"182",2010-07-01,1.3e+08,16484690,85384928,61303616
"183",2010-07-02,1.3e+08,16543200,87357256,62110024
"184",2010-07-03,1.3e+08,16580937,90191712,62803172
"185",2010-07-04,1.3e+08,16625890,92675568,63420792
"186",2010-07-05,1.3e+08,16662077,94619968,63950384
"187",2010-07-06,1.3e+08,16708381,96046232,64416884
"188",2010-07-07,129996520,16755605,97046288,64843892
"189",2010-07-08,129998488,16804450,98111640,65249032
"190",2010-07-09,129990208,16841022,99135248,65612616
"191",2010-07-10,129987280,16874940,100498672,66028420
"192",2010-07-11,129992480,16908166,101847480,66392108
"193",2010-07-12,1.3e+08,16949760,103207760,66741756
"194",2010-07-13,1.3e+08,17110102,105109704,67241168
"195",2010-07-14,1.3e+08,17341684,107754624,67912512
"196",2010-07-15,1.3e+08,17430366,109761360,68421552
"197",2010-07-16,1.3e+08,17497870,111422608,68872808
"198",2010-07-17,129996824,17548056,112834824,69261408
"199",2010-07-18,1.3e+08,17592518,114284960,69631448
"200",2010-07-19,1.3e+08,17635622,115493872,69979232
"201",2010-07-20,129990656,17684394,116533000,69996448
"202",2010-07-21,129996856,17764686,118202800,69984704
"203",2010-07-22,1.3e+08,18344164,124350768,69977728
"204",2010-07-23,1.3e+08,18569992,127557920,69977544
"205",2010-07-24,129987656,18647446,128872384,69994560
"206",2010-07-25,129994352,18709742,130014440,69992880
"207",2010-07-26,1.3e+08,18830254,131257016,69996128
"208",2010-07-27,129997080,18923524,132457320,69984488
"209",2010-07-28,129994424,18980830,133736688,69984952
"210",2010-07-29,129990720,19070968,135951952,69998864
"211",2010-07-30,1.3e+08,19137110,137870560,69985096
"212",2010-07-31,1.3e+08,19344652,139428592,69990008
"213",2010-08-01,129987712,19574692,141347200,69981368
"214",2010-08-02,129995752,19698142,142941760,69999888
"215",2010-08-03,129987368,19767604,144031888,69987504
"216",2010-08-04,129988272,19828286,144984960,69997480
"217",2010-08-05,129999920,19888848,146250848,69990272
"218",2010-08-06,1.3e+08,20059350,147950592,69998744
"219",2010-08-07,1.3e+08,20155122,149538608,69996760
"220",2010-08-08,1.3e+08,20215786,150852416,69981880
"221",2010-08-09,129994664,20265334,152165616,69992336
"222",2010-08-10,129988776,20308820,153586752,69979344
"223",2010-08-11,129990368,20408138,155713920,69983280
"224",2010-08-12,129993568,20503660,157457984,69994224
"225",2010-08-13,129996008,20552424,158881072,69979504
"226",2010-08-14,129987224,20609100,160416432,69986328
"227",2010-08-15,129997512,20656602,161866432,69977792
"228",2010-08-16,129987640,20695512,163318784,69978144
"229",2010-08-17,129998104,20733938,164808560,69992872
"230",2010-08-18,129999560,20780740,165975712,69987600
"231",2010-08-19,129990504,20830876,165990480,69999984
"232",2010-08-20,129998216,20878322,165999888,69993728
"233",2010-08-21,129994824,20933502,165988512,69991936
"234",2010-08-22,129999200,20976490,165995584,69998768
"235",2010-08-23,129988288,21029308,165992512,69994864
"236",2010-08-24,129991160,21093500,165991952,69991480
"237",2010-08-25,129997624,21182926,165987536,69980792
"238",2010-08-26,129993464,21390212,165995792,69991544
"239",2010-08-27,129993728,21510886,165979952,69995000
"240",2010-08-28,129992840,21637504,165997104,69984616
"241",2010-08-29,129993776,22051654,165984736,69999736
"242",2010-08-30,129993480,22165406,165997216,69988512
"243",2010-08-31,129991600,22376298,165980960,69985600
"244",2010-09-01,129997896,22586632,165999600,69991032
"245",2010-09-02,129997632,22686250,165997472,69998328
"246",2010-09-03,129996808,22757240,165991408,69995432
"247",2010-09-04,129992504,22832048,165985056,69982352
"248",2010-09-05,129998696,22891538,165997152,69996672
"249",2010-09-06,129993520,22946706,165993504,69996744
"250",2010-09-07,129998576,22997368,165977152,69984848
"251",2010-09-08,129993808,23051030,165975808,69988080
"252",2010-09-09,129989176,23102338,165979952,69984440
"253",2010-09-10,129994536,23156134,165976960,69978128
"254",2010-09-11,129991264,23209940,165985808,69993816
"255",2010-09-12,1.3e+08,23312194,165979984,69993736
"256",2010-09-13,1.3e+08,23403698,165981232,69999256
"257",2010-09-14,129995376,23460728,165992896,69983136
"258",2010-09-15,129995176,23523376,165995744,69978816
"259",2010-09-16,129987064,23581048,165998160,69997920
"260",2010-09-17,129992632,23637906,165989648,69986312
"261",2010-09-18,129992032,23706928,165989728,69984592
"262",2010-09-19,129988288,23769526,165994032,69987976
"263",2010-09-20,129993416,23849862,165991824,69978376
"264",2010-09-21,129988176,23904962,165991616,69991024
"265",2010-09-22,129995368,23956332,165991392,69988568
"266",2010-09-23,1.3e+08,24054422,165994928,69978672
"267",2010-09-24,1.3e+08,24476790,1.66e+08,69993816
"268",2010-09-25,1.3e+08,24615672,165999456,69980960
"269",2010-09-26,129995216,24681926,165977280,69996456
"270",2010-09-27,129993752,24747608,165985872,69981872
"271",2010-09-28,129988432,24815754,165998960,69997640
"272",2010-09-29,129987024,24887064,165998096,69993360
"273",2010-09-30,129989576,24986056,165990432,69985704
"274",2010-10-01,129998600,25085612,165988480,69981912
"275",2010-10-02,129990064,25159122,165995104,69987320
"276",2010-10-03,129989816,25225922,165999520,69999960
"277",2010-10-04,1.3e+08,25424392,165987408,69993368
"278",2010-10-05,1.3e+08,25971724,1.66e+08,69977440
"279",2010-10-06,1.3e+08,26213850,165984560,69977296
"280",2010-10-07,1.3e+08,26773570,1.66e+08,69992384
"281",2010-10-08,1.3e+08,26950692,165998416,69997272
"282",2010-10-09,129987040,27055822,165989264,69984424
"283",2010-10-10,129992344,27151528,165995552,69978104
"284",2010-10-11,129987760,27241472,165980832,69993888
"285",2010-10-12,129987208,27322746,165997568,69989384
"286",2010-10-13,129930136,27402282,165996848,69994776
"287",2010-10-14,129827080,27478038,165985712,69997296
"288",2010-10-15,129701584,27554042,165996496,69992272
"289",2010-10-16,129557488,27628112,165990016,69979184
"290",2010-10-17,129396848,27695762,165066560,69977096
"291",2010-10-18,129222112,27761420,164136336,69981160
"292",2010-10-19,129039128,27828762,163222864,69997720
"293",2010-10-20,128845888,27897968,162288896,69999088
"294",2010-10-21,128643328,27965448,161348560,69993368
"295",2010-10-22,128433200,28032486,160403168,69982600
"296",2010-10-23,128214200,28099520,159453168,69990256
"297",2010-10-24,127986936,28165344,158497440,69992624
"298",2010-10-25,127749816,28229722,157538144,69991544
"299",2010-10-26,127508200,28293934,156574880,69986408
"300",2010-10-27,127257944,28352212,155602544,69994632
"301",2010-10-28,127094216,28455436,154817472,69992032
"302",2010-10-29,126837616,28516388,153896048,69978728
"303",2010-10-30,126695832,28669334,153086832,69999160
"304",2010-10-31,126621440,28762094,152217920,69980848
"305",2010-11-01,126409240,28824396,151325536,69991120
"306",2010-11-02,126141984,28883564,150404336,69977208
"307",2010-11-03,125886040,28940798,149491424,69994824
"308",2010-11-04,125620552,28997708,148546096,69999264
"309",2010-11-05,125312920,29055042,147587392,69995800
"310",2010-11-06,124998536,29112280,146620256,69987856
"311",2010-11-07,124682352,29170022,145647232,69999360
"312",2010-11-08,124363368,29228324,144668496,69984208
"313",2010-11-09,124039744,29285986,143685104,69988464
"314",2010-11-10,123708856,29341716,142697376,69989336
"315",2010-11-11,123372832,29397680,141706560,69987792
"316",2010-11-12,123032080,29453378,140712624,69983136
"317",2010-11-13,122685832,29508584,139716176,69999464
"318",2010-11-14,122334368,29563342,138717408,69991264
"319",2010-11-15,121977368,29617716,137716496,69981224
"320",2010-11-16,121615672,29671594,136713312,69992176
"321",2010-11-17,121248616,29724940,135708256,69978464
"322",2010-11-18,120876312,29777738,134701248,69985936
"323",2010-11-19,120498336,29828626,133691848,69991416
"324",2010-11-20,120115224,29879666,132681264,69995936
"325",2010-11-21,119726696,29930498,131668968,69999000
"326",2010-11-22,119333384,29981144,130654960,69977592
"327",2010-11-23,118934928,30031426,129639344,69977888
"328",2010-11-24,118531024,30080792,128621736,69999320
"329",2010-11-25,118122240,30129968,127602840,69996840
"330",2010-11-26,117708280,30178698,126582440,69993216
"331",2010-11-27,117289184,30226840,125560448,69988200
"332",2010-11-28,116864800,30274448,124536624,69981560
"333",2010-11-29,116435344,30321582,123511464,69996760
"334",2010-11-30,116001048,30114558,122484856,69988080
"335",2010-12-01,115561536,29906584,121456744,69432392
"336",2010-12-02,115116872,29697352,120426944,68874216
"337",2010-12-03,114666280,29486752,119395496,68313688
"338",2010-12-04,114210384,29273638,118360776,67749544
"339",2010-12-05,113749912,29061636,117326168,67184016
"340",2010-12-06,113285256,28849568,116290512,66616488
"341",2010-12-07,112815744,28636762,115253472,66046680
"342",2010-12-08,112341080,28423146,114214968,65474580
"343",2010-12-09,111861304,28208694,113174880,64900140
"344",2010-12-10,111376488,27993378,112133320,64323368
"345",2010-12-11,110885720,27776958,111090096,63743904
"346",2010-12-12,110389504,27559330,110045200,63162232
"347",2010-12-13,109889864,27341502,108999184,62578560
"348",2010-12-14,109385784,27123132,107951888,61992784
"349",2010-12-15,108876384,26903984,106903152,61404788
"350",2010-12-16,108360728,26682972,105852320,60814028
"351",2010-12-17,107841832,26462046,104800464,60221324
"352",2010-12-18,107318072,26240406,103747088,59626108
"353",2010-12-19,106789352,26018072,102692248,59028612
"354",2010-12-20,106255928,25795038,101636152,58429276
"355",2010-12-21,105717584,25571196,100578624,57827744
"356",2010-12-22,105174488,25346706,99519720,57224144
"357",2010-12-23,104626536,25121466,98459384,56618356
"358",2010-12-24,104073744,24895482,97397592,56010336
"359",2010-12-25,103516072,24668738,96334368,55400164
"360",2010-12-26,102953552,24440950,95269632,54787704
"361",2010-12-27,102386232,24212742,94203512,54173176
"362",2010-12-28,101814048,23983790,93135952,53556464
"363",2010-12-29,101236944,23754010,92066792,52937560
"364",2010-12-30,100651456,23520726,90993416,52314484
"365",2010-12-31,100059984,23287626,89920512,51690392
"366",2011-01-01,99455640,23050698,88831160,51053520
"367",2011-01-02,98845600,22813120,87740144,50414092
"368",2011-01-03,98234400,22576126,86648488,49773292
"369",2011-01-04,97619304,22338812,85555656,49130444
"370",2011-01-05,96999952,22100998,84461488,48485392
"371",2011-01-06,96375568,21862254,83365256,47837072
"372",2011-01-07,95746224,21622266,82267280,47186592
"373",2011-01-08,95112352,21382268,81168616,46534580
"374",2011-01-09,94472648,21140536,80067096,45878576
"375",2011-01-10,93826768,20897908,78964352,45221012
"376",2011-01-11,93176320,20655030,77861032,44562296
"377",2011-01-12,92521304,20411764,76756000,43901696
"378",2011-01-13,91863128,20168306,75650048,43239048
"379",2011-01-14,91199048,19922776,74541080,42573192
"380",2011-01-15,90527616,19673558,73427552,41901988
"381",2011-01-16,89854176,19427214,72315752,41230736
"382",2011-01-17,89174656,19179794,71202944,40557624
"383",2011-01-18,88492016,18932734,70088832,39882472
"384",2011-01-19,87804328,18684974,68973576,39205708
"385",2011-01-20,87111744,18436410,67856816,38526820
"386",2011-01-21,86412376,18186094,66737636,37844732
"387",2011-01-22,85705688,17934482,65616740,37160180
"388",2011-01-23,84995672,17682140,64494484,36473756
"389",2011-01-24,84356056,17428230,63370884,35784476
"390",2011-01-25,83637472,17175386,62245044,35092988
"391",2011-01-26,82914080,16922362,61118500,34399672
"392",2011-01-27,82183816,16666950,59988700,33702792
"393",2011-01-28,81448168,16412419,58858976,33004658
"394",2011-01-29,80702816,16154963,57725600,32302290
"395",2011-01-30,79954496,15896978,56591700,31598648
"396",2011-01-31,79201696,15638077,55455076,30890954
"397",2011-02-01,78444616,15379336,54317064,30180800
"398",2011-02-02,77685600,15120601,53177288,29468216
"399",2011-02-03,76920456,14861128,52036200,28753264
"400",2011-02-04,76151376,14601608,50893884,28035754
"401",2011-02-05,75374080,14339981,49749384,27315458
"402",2011-02-06,74593048,14077638,48603352,26593150
"403",2011-02-07,73809936,13816307,47456388,25868438
"404",2011-02-08,73020056,13554615,46308380,25141704
"405",2011-02-09,72224288,13291628,45158436,24412256
"406",2011-02-10,71424352,13027873,44006500,23679676
"407",2011-02-11,70619368,12763570,42852792,22944448
"408",2011-02-12,69809744,12498796,41697416,22206358
"409",2011-02-13,68991072,12228806,40536028,21461366
"410",2011-02-14,68166024,11958768,39372840,20712690
"411",2011-02-15,67339528,11691454,38210512,19963830
"412",2011-02-16,66507932,11423601,37046988,19212340
"413",2011-02-17,65671028,11155284,35881708,18457788
"414",2011-02-18,64829448,10886596,34714536,17700514
"415",2011-02-19,63982236,10616777,33545130,16939782
"416",2011-02-20,63129988,10346795,32374536,16176343
"417",2011-02-21,62270620,10074565,31200868,15408325
"418",2011-02-22,61406824,9802604,30025438,14636679
"419",2011-02-23,60537184,9530196,28847852,13861059
"420",2011-02-24,59661680,9256288,27666452,13079588
"421",2011-02-25,58778408,8979630,26481526,12292718
"422",2011-02-26,57889412,8703081,25295142,11502209
"423",2011-02-27,56992992,8424543,24104054,10705414
"424",2011-02-28,56093028,8145714,22910864,9904386
"425",2011-03-01,55186960,7867124.5,21716396,9098887
"426",2011-03-02,54271724,7586751,20518088,8286039
"427",2011-03-03,53342700,7300259.5,19312250,7463514
"428",2011-03-04,52410080,7016026,18105714,6635919
"429",2011-03-05,51472316,6732171,16898032,5803206
"430",2011-03-06,50533432,6448460.5,15687594,4962315
"431",2011-03-07,49583104,6161055,14470424,4108474.5
"432",2011-03-08,48625556,5872439,13249321,3243257
"433",2011-03-09,47664292,5583175.5,12023970,2364513
"434",2011-03-10,46699252,5295251,10796344,1472257.375
"435",2011-03-11,45729072,5007589.5,9565422,1524426.375
"436",2011-03-12,44753100,4718443.5,8327946,1575047.125
"437",2011-03-13,43766204,4427335,7084211.5,1625516.5
"438",2011-03-14,42770484,4133413,5832295,1674462.375
"439",2011-03-15,41770556,3840430.25,4574122,1723169.125
"440",2011-03-16,40759856,3543141.5,3304764,1768140
"441",2011-03-17,39740168,3244935.25,2028445.125,1812386.125
"442",2011-03-18,38715536,2945343.5,2061594.75,1855917.375
"443",2011-03-19,37686548,2648232.75,2099264,1903707.375
"444",2011-03-20,36642668,2345400.25,2132426.75,1946532.875
"445",2011-03-21,35584800,2039819.875,2163507.75,1987335.75
"446",2011-03-22,35099764,1823409.625,3537100,2624570.75
"447",2011-03-23,34044484,1499967.25,3744761,2744796
"448",2011-03-24,32965228,1177966.25,3904307.75,2851420
"449",2011-03-25,31870224,852714,4032791.25,2949011
"450",2011-03-26,30763354,525236.6875,4139804,3039220
"451",2011-03-27,29637874,533826.8125,4228301.5,3120591.25
"452",2011-03-28,28506208,544094.625,4307745,3199459.75
"453",2011-03-29,27358986,551769.375,4376041.5,3272366.5
"454",2011-03-30,26203852,560557.625,4440027.5,3343865.25
"455",2011-03-31,25035434,566812.875,4496058.5,3409145.5
"456",2011-04-01,23857980,572627.1875,4547788.5,3471122
"457",2011-04-02,22810506,656099.125,4674064.5,3619426
"458",2011-04-03,22199878,1159168.25,5412805,3985628.25
"459",2011-04-04,21177902,1216987.5,5723441,4160825
"460",2011-04-05,20004424,1220848,5905692,4269169
"461",2011-04-06,18929110,1252287.625,6165814.5,4472731
"462",2011-04-07,17836094,1256003.375,6398741.5,4660967
"463",2011-04-08,16456579,1260530.5,6519879.5,4770689.5
"464",2011-04-09,15048794,1265639.25,6624336,4873547
"465",2011-04-10,14036431,1622606,6804800.5,5127910
"466",2011-04-11,13889698,3167262.75,7582178,5703307
"467",2011-04-12,14715160,4734493.5,8479687,6352138
"468",2011-04-13,13770348,4940773,8937051,6701603
"469",2011-04-14,11824358,4987961,9216368,6969898.5
"470",2011-04-15,9665901,5018848,9445823,7229143.5
"471",2011-04-16,7451902,5159258.5,9708973,7542245.5
"472",2011-04-17,4993345.5,5258129.5,9935135,7828952.5
"473",2011-04-18,5766858.5,5557311,10238883,8222674.5
"474",2011-04-19,6764269.5,6042533,10677629,8667075
"475",2011-04-20,7957998,6598369,11263970,9255586
"476",2011-04-21,9040057,6987137,11775511,9795711
"477",2011-04-22,9774804,7245838.5,12187578,10265081
"478",2011-04-23,10829232,7937729.5,13125759,11035345
"479",2011-04-24,12947734,8845062,14675346,12150860
"480",2011-04-25,15598491,9619920,16384278,13405000
"481",2011-04-26,17445226,9868141,17364554,14299092
"482",2011-04-27,18241414,9963560,17825440,14848522
"483",2011-04-28,18791102,10098793,18198972,15349736
"484",2011-04-29,19336694,10255662,18539546,15818931
"485",2011-04-30,20149164,10546258,19096824,16416141
"486",2011-05-01,21180708,10797086,19682020,17024754
"487",2011-05-02,21968782,10925606,20112680,17529526
"488",2011-05-03,22485240,11010966,20441866,17977402
"489",2011-05-04,22871038,11089315,20636788,18292306
"490",2011-05-05,23211932,11164078,20844274,18621740
"491",2011-05-06,23525486,11235500,20978736,18868236
"492",2011-05-07,23877588,11303785,21180052,19169856
"493",2011-05-08,24605498,11648550,22182412,20046704
"494",2011-05-09,26724684,12220807,24174734,21492642
"495",2011-05-10,30596766,12949852,27276422,23574228
"496",2011-05-11,34451848,13532868,29999258,25681350
"497",2011-05-12,38028688,14143268,32651840,27734162
"498",2011-05-13,41080420,14585623,34187088,29195442
"499",2011-05-14,42536136,14855369,35163056,30371966
"500",2011-05-15,43643836,15293177,35878720,31288746
"501",2011-05-16,44459004,15663358,36551764,32081912
"502",2011-05-17,45074212,15840014,36957148,32697632
"503",2011-05-18,45664684,15990708,37248236,33216752
"504",2011-05-19,46151636,16275328,37612728,33760460
"505",2011-05-20,46599900,16465070,37935620,34272956
"506",2011-05-21,47033368,16610019,38260632,34762892
"507",2011-05-22,47435052,16754113,38588760,35278356
"508",2011-05-23,48020248,16979010,39133044,35941868
"509",2011-05-24,48673264,17156162,39704160,36588904
"510",2011-05-25,49168116,17291282,40210200,37199856
"511",2011-05-26,49582600,17427034,40564692,37751676
"512",2011-05-27,50014268,17577166,40934888,38309876
