,Date,TESSEVATN,AURSJOEN,RAUDDALSVATN,BREIDALSVATN
211,30/07/1957,NA,NA,NA,NA
212,31/07/1957,NA,NA,NA,NA
213,01/08/1957,NA,NA,NA,64.112106
214,02/08/1957,NA,NA,NA,NA
215,03/08/1957,67.579872,NA,136.309097,63.103893
216,04/08/1957,NA,NA,138.364014,NA
217,05/08/1957,NA,NA,NA,NA
218,06/08/1957,NA,NA,NA,61.615955
219,07/08/1957,NA,NA,NA,NA
220,08/08/1957,NA,NA,144.046066,61.181908
221,09/08/1957,NA,NA,NA,NA
222,10/08/1957,70.335976,NA,146.81517,60.809925
223,11/08/1957,NA,NA,NA,NA
224,12/08/1957,NA,NA,150.577942,60.996105
225,13/08/1957,NA,NA,NA,NA
226,14/08/1957,NA,NA,NA,61.11985
227,15/08/1957,NA,NA,156.990891,61.615955
228,16/08/1957,NA,NA,158.393997,NA
229,17/08/1957,73.834152,NA,NA,61.987938
230,18/08/1957,NA,NA,NA,NA
231,19/08/1957,NA,NA,NA,62.421982
232,20/08/1957,NA,NA,NA,NA
233,21/08/1957,NA,NA,164.07991,64.048042
234,22/08/1957,NA,NA,NA,64.944138
235,23/08/1957,NA,NA,166.443069,NA
236,24/08/1957,75.864182,NA,167.033966,65.839844
237,25/08/1957,NA,NA,NA,NA
238,26/08/1957,NA,NA,NA,66.864059
239,27/08/1957,NA,NA,165.926086,NA
240,28/08/1957,NA,NA,NA,NA
241,29/08/1957,NA,NA,165.113876,67.503906
242,30/08/1957,NA,NA,NA,NA
243,31/08/1957,79.320267,NA,164.37558,67.696091
244,01/09/1957,NA,NA,NA,NA
245,02/09/1957,NA,NA,NA,67.95195
246,03/09/1957,NA,NA,164.449509,NA
247,04/09/1957,NA,NA,NA,NA
248,05/09/1957,NA,NA,164.596893,68.719925
249,06/09/1957,NA,NA,NA,NA
250,07/09/1957,82.235817,NA,164.670807,68.719925
251,08/09/1957,NA,NA,NA,NA
252,09/09/1957,NA,NA,165.556931,68.976173
253,10/09/1957,NA,NA,NA,NA
254,11/09/1957,NA,NA,166.073914,69.487892
255,12/09/1957,NA,NA,NA,69.616013
256,13/09/1957,NA,NA,NA,NA
257,14/09/1957,86.133331,NA,166.147842,69.807816
258,15/09/1957,NA,NA,NA,NA
259,16/09/1957,NA,NA,NA,70
260,17/09/1957,NA,NA,164.818649,NA
261,18/09/1957,NA,NA,NA,NA
262,19/09/1957,NA,NA,165.113876,69.103905
263,20/09/1957,NA,NA,165.261719,NA
264,21/09/1957,91.238892,NA,165.409103,69.232033
265,22/09/1957,NA,NA,165.556931,NA
266,23/09/1957,NA,NA,NA,69.423828
267,24/09/1957,NA,NA,NA,NA
268,25/09/1957,NA,NA,165.409103,NA
269,26/09/1957,NA,NA,NA,69.616013
270,27/09/1957,NA,NA,NA,NA
271,28/09/1957,92.459732,NA,165.261719,70
272,29/09/1957,NA,NA,NA,NA
273,30/09/1957,NA,NA,165.18779,NA
274,01/10/1957,NA,NA,165.335632,70.128128
275,02/10/1957,NA,NA,NA,NA
276,03/10/1957,NA,NA,165.18779,70
277,04/10/1957,NA,NA,NA,NA
278,05/10/1957,93.236809,NA,165.18779,70
279,06/10/1957,NA,NA,NA,70.128128
280,07/10/1957,NA,NA,166.073914,69.296097
281,08/10/1957,NA,NA,166.516983,68.976173
282,09/10/1957,NA,NA,166.073914,70
283,10/10/1957,NA,NA,NA,69.680077
284,11/10/1957,NA,NA,166,68.592186
285,12/10/1957,94.347221,NA,165.704773,68.335938
286,13/10/1957,NA,NA,165.113876,69.103905
287,14/10/1957,NA,NA,164.449509,69.103905
288,15/10/1957,NA,NA,NA,68.848045
289,16/10/1957,NA,NA,NA,69.103905
290,17/10/1957,NA,NA,165.483017,69.551956
291,18/10/1957,NA,NA,NA,69.871872
292,19/10/1957,92.459732,NA,165.926086,70
293,20/10/1957,NA,NA,165.926086,70.128128
294,21/10/1957,NA,NA,NA,70.064064
295,22/10/1957,NA,NA,166.147842,69.871872
296,23/10/1957,NA,NA,NA,69.935936
297,24/10/1957,NA,NA,166.147842,70.064064
298,25/10/1957,NA,NA,166.073914,70.192184
299,26/10/1957,89.906952,NA,166.073914,70.064064
300,27/10/1957,NA,NA,166.221756,70.128128
301,28/10/1957,NA,NA,166.147842,69.551956
302,29/10/1957,NA,NA,NA,69.423828
303,30/10/1957,NA,NA,166.073914,70.064064
304,31/10/1957,NA,NA,166,69.807816
305,01/11/1957,NA,NA,NA,NA
306,02/11/1957,87.575706,NA,165.926086,70.128128
307,03/11/1957,NA,NA,NA,70.192184
308,04/11/1957,NA,NA,166.221756,NA
309,05/11/1957,NA,NA,166.369141,70.064064
310,06/11/1957,NA,NA,NA,NA
311,07/11/1957,NA,NA,166.073914,70
312,08/11/1957,NA,NA,165.926086,NA
313,09/11/1957,86.133331,NA,166,70.064064
314,10/11/1957,NA,NA,166.073914,NA
315,11/11/1957,NA,NA,NA,70
316,12/11/1957,NA,NA,166,NA
317,13/11/1957,NA,NA,NA,70
318,14/11/1957,NA,NA,165.852615,69.935936
319,15/11/1957,NA,NA,NA,69.871872
320,16/11/1957,83.531769,NA,165.704773,69.551956
321,17/11/1957,NA,NA,165.409103,69.423828
322,18/11/1957,NA,NA,165.113876,69.232033
323,19/11/1957,NA,NA,164.818649,68.783981
324,20/11/1957,NA,NA,164.52298,68.464066
325,21/11/1957,NA,NA,164.006439,67.696091
326,22/11/1957,NA,NA,163.636841,67.376175
327,23/11/1957,80.831764,NA,163.2677,66.864059
328,24/11/1957,NA,NA,162.603333,NA
329,25/11/1957,NA,NA,162.160263,66.096092
330,26/11/1957,NA,NA,161.938507,65.903908
331,27/11/1957,NA,NA,161.64328,NA
332,28/11/1957,NA,NA,160.97847,65.583984
333,29/11/1957,NA,NA,159.944504,NA
334,30/11/1957,78.88784,NA,159.05838,64.751953
335,01/12/1957,NA,NA,158.467926,NA
336,02/12/1957,NA,NA,157.581345,63.664062
337,03/12/1957,NA,NA,156.62175,NA
338,04/12/1957,NA,NA,155.548035,62.731907
339,05/12/1957,NA,NA,154.625,NA
340,06/12/1957,NA,NA,153.559814,NA
341,07/12/1957,76.620262,NA,152.63678,61.181908
342,08/12/1957,NA,NA,151.572052,NA
343,09/12/1957,NA,NA,150.223022,60.128014
344,10/12/1957,NA,NA,148.874008,NA
345,11/12/1957,NA,NA,147.66713,NA
346,12/12/1957,NA,NA,146.389191,58.14397
347,13/12/1957,NA,NA,145.18187,NA
348,14/12/1957,73.621948,NA,143.194107,57.216824
349,15/12/1957,NA,NA,141.515167,NA
350,16/12/1957,NA,NA,NA,56.179928
351,17/12/1957,NA,NA,NA,NA
352,18/12/1957,NA,NA,137.404907,NA
353,19/12/1957,NA,NA,NA,54.045074
354,20/12/1957,NA,NA,NA,NA
355,21/12/1957,70.865845,NA,132.952667,52.825001
356,22/12/1957,NA,NA,NA,NA
357,23/12/1957,NA,NA,NA,51.665985
358,24/12/1957,NA,NA,128.637131,NA
359,25/12/1957,NA,NA,NA,50.34016
360,26/12/1957,NA,NA,125.507416,NA
361,27/12/1957,NA,NA,NA,NA
362,28/12/1957,68.215843,NA,122.847664,49.500072
363,29/12/1957,NA,NA,NA,NA
364,30/12/1957,NA,NA,120.1875,48.420116
365,31/12/1957,NA,NA,NA,NA
366,01/01/1958,NA,NA,NA,NA
367,02/01/1958,NA,NA,115.665543,46.860058
368,03/01/1958,NA,NA,NA,NA
369,04/01/1958,65.354286,NA,112.659843,45.659985
370,05/01/1958,NA,NA,NA,NA
371,06/01/1958,NA,NA,NA,NA
372,07/01/1958,NA,NA,107.960907,43.706886
373,08/01/1958,NA,NA,NA,NA
374,09/01/1958,NA,NA,104.722343,42.172829
375,10/01/1958,NA,NA,NA,NA
376,11/01/1958,62.423977,NA,102.0159,40.815945
377,12/01/1958,NA,NA,NA,NA
378,13/01/1958,NA,NA,100.079849,39.577175
379,14/01/1958,NA,NA,NA,NA
380,15/01/1958,NA,NA,98.264923,NA
381,16/01/1958,NA,NA,NA,37.276089
382,17/01/1958,NA,NA,NA,NA
383,18/01/1958,59.719875,NA,95.482162,36.096016
384,19/01/1958,NA,NA,NA,NA
385,20/01/1958,NA,NA,NA,34.680073
386,21/01/1958,NA,NA,92.27549,NA
387,22/01/1958,NA,NA,NA,NA
388,23/01/1958,NA,NA,89.993958,32.604149
389,24/01/1958,NA,NA,NA,NA
390,25/01/1958,56.912304,NA,87.906044,31.204151
391,26/01/1958,NA,NA,NA,NA
392,27/01/1958,NA,NA,85.470146,29.971973
393,28/01/1958,NA,NA,NA,NA
394,29/01/1958,NA,NA,84.135902,NA
395,30/01/1958,NA,NA,83.672157,27.956055
396,31/01/1958,NA,NA,82.743958,NA
397,01/02/1958,53.797298,NA,81.410072,26.575001
398,02/02/1958,NA,NA,NA,NA
399,03/02/1958,NA,NA,NA,25.25
400,04/02/1958,NA,NA,77.69799,NA
401,05/02/1958,NA,NA,NA,24.031103
402,06/02/1958,NA,NA,74.77993,NA
403,07/02/1958,NA,NA,73.323875,NA
404,08/02/1958,50.962578,NA,72.148094,21.949976
405,09/02/1958,NA,NA,NA,NA
406,10/02/1958,NA,NA,70.020073,20.649927
407,11/02/1958,NA,NA,NA,NA
408,12/02/1958,NA,NA,68.956055,NA
409,13/02/1958,NA,NA,NA,18.449915
410,14/02/1958,NA,NA,NA,NA
411,15/02/1958,48.025887,NA,68.340141,17.083069
412,16/02/1958,NA,NA,NA,NA
413,17/02/1958,NA,NA,NA,15.673126
414,18/02/1958,NA,NA,67.948097,NA
415,19/02/1958,NA,NA,NA,14.262897
416,20/02/1958,NA,NA,67.276123,NA
417,21/02/1958,NA,NA,NA,12.761865
418,22/02/1958,44.999718,NA,66.379936,12.072033
419,23/02/1958,NA,NA,NA,NA
420,24/02/1958,NA,NA,NA,10.6
421,25/02/1958,NA,NA,65.371971,NA
422,26/02/1958,NA,NA,NA,NA
423,27/02/1958,NA,NA,64.700005,8.438135
424,28/02/1958,NA,NA,NA,NA
425,01/03/1958,41.799599,NA,63.859863,7.053095
426,02/03/1958,NA,NA,63.579933,NA
427,03/03/1958,NA,NA,63.020069,5.462115
428,04/03/1958,NA,NA,62.235989,NA
429,05/03/1958,NA,NA,61.360134,NA
430,06/03/1958,NA,NA,60.658108,3.080078
431,07/03/1958,NA,NA,59.686146,NA
432,08/03/1958,38.499985,NA,58.282093,1.439941
433,09/03/1958,NA,NA,NA,NA
434,10/03/1958,NA,NA,55.636147,0.47998
435,11/03/1958,NA,NA,NA,NA
436,12/03/1958,NA,NA,52.719936,0.040039
437,13/03/1958,NA,NA,51.208107,NA
438,14/03/1958,NA,NA,49.804054,NA
439,15/03/1958,35.400154,NA,48.249855,-0.560059
440,16/03/1958,NA,NA,46.799965,NA
441,17/03/1958,NA,NA,45.100136,-0.719971
442,18/03/1958,NA,NA,43.500099,NA
443,19/03/1958,NA,NA,NA,NA
444,20/03/1958,NA,NA,40.350075,-0.76001
445,21/03/1958,NA,NA,NA,NA
446,22/03/1958,32.200275,NA,36.950111,-0.800049
447,23/03/1958,NA,NA,35.02599,NA
448,24/03/1958,NA,NA,NA,-0.879883
449,25/03/1958,NA,NA,NA,NA
450,26/03/1958,NA,NA,30.564125,NA
451,27/03/1958,NA,NA,NA,-1.040039
452,28/03/1958,NA,NA,NA,NA
453,29/03/1958,28.912725,NA,25.274012,-1.080078
454,30/03/1958,NA,NA,23.58395,NA
455,31/03/1958,NA,NA,NA,-1.159912
456,01/04/1958,NA,NA,19.95269,NA
457,02/04/1958,NA,NA,NA,NA
458,03/04/1958,NA,NA,16.19916,-1.199951
459,04/04/1958,NA,NA,NA,NA
460,05/04/1958,25.554909,NA,13.053009,-1.199951
461,06/04/1958,NA,NA,NA,NA
462,07/04/1958,NA,NA,NA,-1.23999
463,08/04/1958,NA,NA,6.8,NA
464,09/04/1958,NA,NA,NA,NA
465,10/04/1958,NA,NA,NA,-1.280029
466,11/04/1958,NA,NA,2.145081,NA
467,12/04/1958,22.098848,NA,0.66004,-1.320068
468,13/04/1958,NA,NA,-0.16496,NA
469,14/04/1958,NA,NA,NA,-1.320068
470,15/04/1958,NA,NA,NA,NA
471,16/04/1958,NA,NA,-0.066064,NA
472,17/04/1958,NA,NA,NA,-1.320068
473,18/04/1958,NA,NA,NA,NA
474,19/04/1958,19.016228,NA,-0.099097,-1.280029
475,20/04/1958,NA,NA,NA,NA
476,21/04/1958,NA,NA,-0.231024,-1.280029
477,22/04/1958,NA,NA,NA,NA
478,23/04/1958,NA,NA,-0.264056,NA
479,24/04/1958,NA,NA,NA,-1.280029
480,25/04/1958,NA,NA,NA,NA
481,26/04/1958,15.551316,NA,-0.297089,-1.280029
482,27/04/1958,NA,NA,-0.395984,NA
483,28/04/1958,NA,NA,NA,-1.280029
484,29/04/1958,NA,NA,NA,NA
485,30/04/1958,NA,NA,NA,NA
486,01/05/1958,NA,NA,-1.320081,-1.23999
487,02/05/1958,NA,NA,NA,NA
488,03/05/1958,13.599927,NA,-1.385944,-1.159912
489,04/05/1958,NA,NA,NA,NA
490,05/05/1958,NA,NA,NA,-1.199951
491,06/05/1958,NA,NA,-1.48504,NA
492,07/05/1958,NA,NA,NA,NA
493,08/05/1958,NA,NA,-1.352911,-1.120117
494,09/05/1958,NA,NA,NA,NA
495,10/05/1958,11.599805,NA,-0.924097,-1.040039
496,11/05/1958,NA,NA,NA,NA
497,12/05/1958,NA,NA,NA,-1
498,13/05/1958,NA,NA,-0.627008,NA
499,14/05/1958,NA,NA,NA,NA
500,15/05/1958,NA,NA,-0.429016,-0.919922
501,16/05/1958,NA,NA,NA,NA
502,17/05/1958,10.899732,NA,-0.264056,-0.879883
503,18/05/1958,NA,NA,NA,NA
504,19/05/1958,NA,NA,NA,NA
505,20/05/1958,NA,NA,-0.099097,-0.840088
506,21/05/1958,NA,NA,NA,NA
507,22/05/1958,NA,NA,0.066064,-0.679932
508,23/05/1958,NA,NA,NA,NA
509,24/05/1958,12.19978,NA,0.66004,-0.600098
510,25/05/1958,NA,NA,NA,NA
511,26/05/1958,NA,NA,3.405102,NA
512,27/05/1958,NA,NA,NA,0
513,28/05/1958,16.321493,NA,NA,NA
514,29/05/1958,NA,NA,4.035077,1.040039
515,30/05/1958,NA,NA,NA,NA
516,31/05/1958,18.919884,NA,4.594983,2.439941
517,01/06/1958,NA,NA,NA,NA
518,02/06/1958,NA,NA,NA,4.559021
519,03/06/1958,NA,NA,7.465973,NA
520,04/06/1958,NA,NA,NA,NA
521,05/06/1958,NA,NA,10.759027,8.714124
522,06/06/1958,NA,NA,NA,NA
523,07/06/1958,29.9,NA,13.386108,12.531921
524,08/06/1958,NA,NA,15.219999,NA
525,09/06/1958,NA,NA,NA,17.130116
526,10/06/1958,NA,NA,NA,NA
527,11/06/1958,34.899696,NA,NA,NA
528,12/06/1958,NA,NA,19.09605,21.700037
529,13/06/1958,NA,NA,NA,NA
530,14/06/1958,36.299759,NA,19.9121,23.553961
531,15/06/1958,NA,NA,20.932098,NA
532,16/06/1958,NA,NA,NA,26.20396
533,17/06/1958,NA,NA,NA,NA
534,18/06/1958,39.899544,NA,27.159887,NA
535,19/06/1958,NA,NA,NA,34.502899
536,20/06/1958,NA,NA,NA,NA
537,21/06/1958,43.69965,NA,31.990112,37.335144
538,22/06/1958,NA,NA,NA,NA
539,23/06/1958,NA,NA,NA,42.114128
540,24/06/1958,NA,NA,NA,NA
541,25/06/1958,NA,NA,37.099953,NA
542,26/06/1958,NA,NA,38.599892,48.360058
543,27/06/1958,NA,NA,NA,NA
544,28/06/1958,51.164661,NA,43.400002,53.068867
545,29/06/1958,NA,NA,47.800026,NA
546,30/06/1958,NA,NA,NA,57.462063
547,01/07/1958,NA,NA,56.391895,NA
548,02/07/1958,NA,NA,NA,63.855858
549,03/07/1958,NA,NA,NA,64.751953
550,04/07/1958,NA,NA,NA,NA
551,05/07/1958,70.123764,NA,82.279861,65.712105
552,06/07/1958,NA,NA,NA,NA
553,07/07/1958,NA,NA,85.412086,63.919922
554,08/07/1958,NA,NA,NA,NA
555,09/07/1958,NA,NA,88.254028,NA
556,10/07/1958,NA,NA,NA,63.290073
557,11/07/1958,NA,NA,NA,NA
558,12/07/1958,74.045715,NA,95.965897,61.987938
559,13/07/1958,NA,NA,97.841385,NA
560,14/07/1958,NA,NA,NA,NA
561,15/07/1958,NA,NA,NA,58.950001
562,16/07/1958,NA,NA,102.378883,NA
563,17/07/1958,NA,NA,NA,56.729092
564,18/07/1958,NA,NA,NA,NA
565,19/07/1958,76.079735,NA,105.040154,55.143032
566,20/07/1958,NA,NA,NA,NA
567,21/07/1958,NA,NA,107.071815,53.190987
568,22/07/1958,NA,NA,107.579918,NA
569,23/07/1958,NA,NA,NA,NA
570,24/07/1958,NA,NA,NA,52.093029
571,25/07/1958,NA,NA,NA,NA
572,26/07/1958,77.160133,NA,113.803185,54.045074
573,27/07/1958,NA,NA,115.266563,NA
574,28/07/1958,NA,NA,NA,55.143032
575,29/07/1958,NA,NA,NA,NA
576,30/07/1958,NA,NA,NA,NA
577,31/07/1958,NA,NA,120.852333,57.524124
578,01/08/1958,NA,NA,NA,NA
579,02/08/1958,78.779739,NA,125.04187,58.081909
580,03/08/1958,NA,NA,126.904068,NA
581,04/08/1958,NA,NA,NA,58.763821
582,05/08/1958,NA,NA,128.5,NA
583,06/08/1958,NA,NA,NA,58.640076
584,07/08/1958,NA,NA,NA,NA
585,08/08/1958,NA,NA,131.03447,NA
586,09/08/1958,79.212158,NA,131.85643,58.391834
587,10/08/1958,NA,NA,NA,NA
588,11/08/1958,NA,NA,NA,58.14397
589,12/08/1958,NA,NA,134.459473,NA
590,13/08/1958,NA,NA,NA,NA
591,14/08/1958,NA,NA,137.88446,60.375877
592,15/08/1958,NA,NA,NA,NA
593,16/08/1958,81.156082,NA,140.761353,61.740074
594,17/08/1958,NA,NA,NA,NA
595,18/08/1958,NA,NA,144.400986,64.239845
596,19/08/1958,NA,NA,NA,NA
597,20/08/1958,NA,NA,NA,NA
598,21/08/1958,NA,NA,NA,66.48008
