,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005
RGI60-08.00861,800000.0,800000.0,800000.0,800000.0,800000.0,800000.0,800000.0,800000.0,800000.0,800000.0,800000.0,800000.0,800000.0,800000.0,800000.0,800000.0,800000.0,800000.0,800000.0,800000.0,800000.0,800000.0,800000.0,800000.0,800000.0,800000.0,802182.2
RGI60-08.00862,109000.0,109000.0,109000.0,109000.0,109000.0,109000.0,109000.0,109000.0,109000.0,109000.0,109000.0,109000.0,109000.0,109000.0,109000.0,109000.0,109000.0,109000.0,109000.0,109000.0,109000.0,109000.0,109000.0,109000.0,109000.0,109000.0,108814.98
RGI60-08.00863,234000.0,234000.0,234000.0,234000.0,234000.0,234000.0,234000.0,234000.0,234000.0,234000.0,234000.0,234000.0,234000.0,234000.0,234000.0,234000.0,234000.0,234000.0,234000.0,234000.0,234000.0,234000.0,234000.0,234000.0,234000.0,234000.0,234000.0
RGI60-08.00864,1642000.0,1642000.0,1642000.0,1642000.0,1642000.0,1642000.0,1642000.0,1642000.0,1642000.0,1642000.0,1642000.0,1642000.0,1642000.0,1642000.0,1642000.0,1642000.0,1642000.0,1642000.0,1642000.0,1642000.0,1642000.0,1642000.0,1642000.0,1642000.0,1642000.0,1642000.0,1638099.0
RGI60-08.00865,275000.0,275000.0,275000.0,275000.0,275000.0,275000.0,275000.0,275000.0,275000.0,275000.0,275000.0,275000.0,275000.0,275000.0,275000.0,275000.0,275000.0,275000.0,275000.0,275000.0,275000.0,275000.0,275000.0,275000.0,275000.0,275000.0,275000.0
RGI60-08.00866,233000.0,233000.0,233000.0,233000.0,233000.0,233000.0,233000.0,233000.0,233000.0,233000.0,233000.0,233000.0,233000.0,233000.0,233000.0,233000.0,233000.0,233000.0,233000.0,233000.0,233000.0,233000.0,233000.0,233000.0,233000.0,233000.0,230267.1
RGI60-08.00867,363000.0,363000.0,363000.0,363000.0,363000.0,363000.0,363000.0,363000.0,363000.0,363000.0,363000.0,363000.0,363000.0,363000.0,363000.0,363000.0,363000.0,363000.0,363000.0,363000.0,363000.0,363000.0,363000.0,363000.0,363000.0,363000.0,363000.0
RGI60-08.00868,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,198791.88
RGI60-08.00869,551000.0,551000.0,551000.0,551000.0,551000.0,551000.0,551000.0,551000.0,551000.0,551000.0,551000.0,551000.0,551000.0,551000.0,551000.0,551000.0,551000.0,551000.0,551000.0,551000.0,551000.0,551000.0,551000.0,551000.0,551000.0,551000.0,549515.4
RGI60-08.00870,289000.0,289000.0,289000.0,289000.0,289000.0,289000.0,289000.0,289000.0,289000.0,289000.0,289000.0,289000.0,289000.0,289000.0,289000.0,289000.0,289000.0,289000.0,289000.0,289000.0,289000.0,289000.0,289000.0,289000.0,289000.0,289000.0,310320.1
RGI60-08.00871,494000.0,494000.0,494000.0,494000.0,494000.0,494000.0,494000.0,494000.0,494000.0,494000.0,494000.0,494000.0,494000.0,494000.0,494000.0,494000.0,494000.0,494000.0,494000.0,494000.0,494000.0,494000.0,494000.0,494000.0,494000.0,494000.0,493511.47
RGI60-08.00872,4906000.0,4906000.0,4906000.0,4906000.0,4906000.0,4906000.0,4906000.0,4906000.0,4906000.0,4906000.0,4906000.0,4906000.0,4906000.0,4906000.0,4906000.0,4906000.0,4906000.0,4906000.0,4906000.0,4906000.0,4906000.0,4906000.0,4906000.0,4906000.0,4906000.0,4906000.0,4903940.5
RGI60-08.00873,3200000.0,3200000.0,3200000.0,3200000.0,3200000.0,3200000.0,3200000.0,3200000.0,3200000.0,3200000.0,3200000.0,3200000.0,3200000.0,3200000.0,3200000.0,3200000.0,3200000.0,3200000.0,3200000.0,3200000.0,3200000.0,3200000.0,3200000.0,3200000.0,3200000.0,3200000.0,3197864.2
RGI60-08.00874,987000.0,987000.0,987000.0,987000.0,987000.0,987000.0,987000.0,987000.0,987000.0,987000.0,987000.0,987000.0,987000.0,987000.0,987000.0,987000.0,987000.0,987000.0,987000.0,987000.0,987000.0,987000.0,987000.0,987000.0,987000.0,987000.0,987000.0
RGI60-08.00875,5343000.0,5343000.0,5343000.0,5343000.0,5343000.0,5343000.0,5343000.0,5343000.0,5343000.0,5343000.0,5343000.0,5343000.0,5343000.0,5343000.0,5343000.0,5343000.0,5343000.0,5343000.0,5343000.0,5343000.0,5343000.0,5343000.0,5343000.0,5343000.0,5343000.0,5343000.0,5339079.0
RGI60-08.00876,5068000.0,5068000.0,5068000.0,5068000.0,5068000.0,5068000.0,5068000.0,5068000.0,5068000.0,5068000.0,5068000.0,5068000.0,5068000.0,5068000.0,5068000.0,5068000.0,5068000.0,5068000.0,5068000.0,5068000.0,5068000.0,5068000.0,5068000.0,5068000.0,5068000.0,5068000.0,5065246.0
RGI60-08.00951,87000.0,87000.0,87000.0,87000.0,87000.0,87000.0,87000.0,87000.0,87000.0,87000.0,87000.0,87000.0,87000.0,87000.0,87000.0,87000.0,87000.0,87000.0,87000.0,87000.0,87000.0,87000.0,87000.0,87000.0,87000.0,87000.0,86925.62
RGI60-08.00958,2921000.0,2921000.0,2921000.0,2921000.0,2921000.0,2921000.0,2921000.0,2921000.0,2921000.0,2921000.0,2921000.0,2921000.0,2921000.0,2921000.0,2921000.0,2921000.0,2921000.0,2921000.0,2921000.0,2921000.0,2921000.0,2921000.0,2921000.0,2921000.0,2921000.0,2921000.0,2915151.5
RGI60-08.00962,399000.0,399000.0,399000.0,399000.0,399000.0,399000.0,399000.0,399000.0,399000.0,399000.0,399000.0,399000.0,399000.0,399000.0,399000.0,399000.0,399000.0,399000.0,399000.0,399000.0,399000.0,399000.0,399000.0,399000.0,399000.0,399000.0,398990.47
RGI60-08.00965,42000.0,42000.0,42000.0,42000.0,42000.0,42000.0,42000.0,42000.0,42000.0,42000.0,42000.0,42000.0,42000.0,42000.0,42000.0,42000.0,42000.0,42000.0,42000.0,42000.0,42000.0,42000.0,42000.0,42000.0,42000.0,42000.0,41074.84
RGI60-08.00967,2822000.0,2822000.0,2822000.0,2822000.0,2822000.0,2822000.0,2822000.0,2822000.0,2822000.0,2822000.0,2822000.0,2822000.0,2822000.0,2822000.0,2822000.0,2822000.0,2822000.0,2822000.0,2822000.0,2822000.0,2822000.0,2822000.0,2822000.0,2822000.0,2822000.0,2822000.0,2825151.5
RGI60-08.00968,304000.0,304000.0,304000.0,304000.0,304000.0,304000.0,304000.0,304000.0,304000.0,304000.0,304000.0,304000.0,304000.0,304000.0,304000.0,304000.0,304000.0,304000.0,304000.0,304000.0,304000.0,304000.0,304000.0,304000.0,304000.0,304000.0,302124.1
RGI60-08.00970,98000.0,98000.0,98000.0,98000.0,98000.0,98000.0,98000.0,98000.0,98000.0,98000.0,98000.0,98000.0,98000.0,98000.0,98000.0,98000.0,98000.0,98000.0,98000.0,98000.0,98000.0,98000.0,98000.0,98000.0,98000.0,98000.0,138333.25
RGI60-08.00971,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,149786.52
RGI60-08.00972,95000.0,95000.0,95000.0,95000.0,95000.0,95000.0,95000.0,95000.0,95000.0,95000.0,95000.0,95000.0,95000.0,95000.0,95000.0,95000.0,95000.0,95000.0,95000.0,95000.0,95000.0,95000.0,95000.0,95000.0,95000.0,95000.0,95629.71
RGI60-08.00975,566000.0,566000.0,566000.0,566000.0,566000.0,566000.0,566000.0,566000.0,566000.0,566000.0,566000.0,566000.0,566000.0,566000.0,566000.0,566000.0,566000.0,566000.0,566000.0,566000.0,566000.0,566000.0,566000.0,566000.0,566000.0,566000.0,564836.3
RGI60-08.00976,147000.0,147000.0,147000.0,147000.0,147000.0,147000.0,147000.0,147000.0,147000.0,147000.0,147000.0,147000.0,147000.0,147000.0,147000.0,147000.0,147000.0,147000.0,147000.0,147000.0,147000.0,147000.0,147000.0,147000.0,147000.0,147000.0,146552.73
RGI60-08.00981,973000.0,973000.0,973000.0,973000.0,973000.0,973000.0,973000.0,973000.0,973000.0,973000.0,973000.0,973000.0,973000.0,973000.0,973000.0,973000.0,973000.0,973000.0,973000.0,973000.0,973000.0,973000.0,973000.0,973000.0,973000.0,973000.0,973072.2
RGI60-08.00983,102000.0,102000.0,102000.0,102000.0,102000.0,102000.0,102000.0,102000.0,102000.0,102000.0,102000.0,102000.0,102000.0,102000.0,102000.0,102000.0,102000.0,102000.0,102000.0,102000.0,102000.0,102000.0,102000.0,102000.0,102000.0,102000.0,102283.77
RGI60-08.00984,70000.0,70000.0,70000.0,70000.0,70000.0,70000.0,70000.0,70000.0,70000.0,70000.0,70000.0,70000.0,70000.0,70000.0,70000.0,70000.0,70000.0,70000.0,70000.0,70000.0,70000.0,70000.0,70000.0,70000.0,70000.0,70000.0,68312.77
RGI60-08.00988,49000.0,49000.0,49000.0,49000.0,49000.0,49000.0,49000.0,49000.0,49000.0,49000.0,49000.0,49000.0,49000.0,49000.0,49000.0,49000.0,49000.0,49000.0,49000.0,49000.0,49000.0,49000.0,49000.0,49000.0,49000.0,49000.0,50387.93
RGI60-08.00990,165000.0,165000.0,165000.0,165000.0,165000.0,165000.0,165000.0,165000.0,165000.0,165000.0,165000.0,165000.0,165000.0,165000.0,165000.0,165000.0,165000.0,165000.0,165000.0,165000.0,165000.0,165000.0,165000.0,165000.0,165000.0,165000.0,164814.17
RGI60-08.00991,330000.0,330000.0,330000.0,330000.0,330000.0,330000.0,330000.0,330000.0,330000.0,330000.0,330000.0,330000.0,330000.0,330000.0,330000.0,330000.0,330000.0,330000.0,330000.0,330000.0,330000.0,330000.0,330000.0,330000.0,330000.0,330000.0,329740.94
RGI60-08.00994,169000.0,169000.0,169000.0,169000.0,169000.0,169000.0,169000.0,169000.0,169000.0,169000.0,169000.0,169000.0,169000.0,169000.0,169000.0,169000.0,169000.0,169000.0,169000.0,169000.0,169000.0,169000.0,169000.0,169000.0,169000.0,169000.0,170241.31
RGI60-08.00997,1230000.0,1230000.0,1230000.0,1230000.0,1230000.0,1230000.0,1230000.0,1230000.0,1230000.0,1230000.0,1230000.0,1230000.0,1230000.0,1230000.0,1230000.0,1230000.0,1230000.0,1230000.0,1230000.0,1230000.0,1230000.0,1230000.0,1230000.0,1230000.0,1230000.0,1230000.0,1228217.6
RGI60-08.01000,282000.0,282000.0,282000.0,282000.0,282000.0,282000.0,282000.0,282000.0,282000.0,282000.0,282000.0,282000.0,282000.0,282000.0,282000.0,282000.0,282000.0,282000.0,282000.0,282000.0,282000.0,282000.0,282000.0,282000.0,282000.0,282000.0,279182.38
RGI60-08.01002,420000.0,420000.0,420000.0,420000.0,420000.0,420000.0,420000.0,420000.0,420000.0,420000.0,420000.0,420000.0,420000.0,420000.0,420000.0,420000.0,420000.0,420000.0,420000.0,420000.0,420000.0,420000.0,420000.0,420000.0,420000.0,420000.0,420064.5
RGI60-08.01004,244000.0,244000.0,244000.0,244000.0,244000.0,244000.0,244000.0,244000.0,244000.0,244000.0,244000.0,244000.0,244000.0,244000.0,244000.0,244000.0,244000.0,244000.0,244000.0,244000.0,244000.0,244000.0,244000.0,244000.0,244000.0,244000.0,243700.05
RGI60-08.01008,83000.0,83000.0,83000.0,83000.0,83000.0,83000.0,83000.0,83000.0,83000.0,83000.0,83000.0,83000.0,83000.0,83000.0,83000.0,83000.0,83000.0,83000.0,83000.0,83000.0,83000.0,83000.0,83000.0,83000.0,83000.0,83000.0,81220.164
RGI60-08.01009,182000.0,182000.0,182000.0,182000.0,182000.0,182000.0,182000.0,182000.0,182000.0,182000.0,182000.0,182000.0,182000.0,182000.0,182000.0,182000.0,182000.0,182000.0,182000.0,182000.0,182000.0,182000.0,182000.0,182000.0,182000.0,182000.0,181202.9
RGI60-08.01015,4586000.0,4586000.0,4586000.0,4586000.0,4586000.0,4586000.0,4586000.0,4586000.0,4586000.0,4586000.0,4586000.0,4586000.0,4586000.0,4586000.0,4586000.0,4586000.0,4586000.0,4586000.0,4586000.0,4586000.0,4586000.0,4586000.0,4586000.0,4586000.0,4586000.0,4586000.0,4581775.5
RGI60-08.01192,2004000.0,2004000.0,2004000.0,2004000.0,2004000.0,2004000.0,2004000.0,2004000.0,2004000.0,2004000.0,2004000.0,2004000.0,2004000.0,2004000.0,2004000.0,2004000.0,2004000.0,2004000.0,2004000.0,2004000.0,2004000.0,2004000.0,2004000.0,2004000.0,2004000.0,2004000.0,2004000.0
RGI60-08.01193,1193000.0,1193000.0,1193000.0,1193000.0,1193000.0,1193000.0,1193000.0,1193000.0,1193000.0,1193000.0,1193000.0,1193000.0,1193000.0,1193000.0,1193000.0,1193000.0,1193000.0,1193000.0,1193000.0,1193000.0,1193000.0,1193000.0,1193000.0,1193000.0,1193000.0,1193000.0,1193000.0
RGI60-08.01199,57000.0,57000.0,57000.0,57000.0,57000.0,57000.0,57000.0,57000.0,57000.0,57000.0,57000.0,57000.0,57000.0,57000.0,57000.0,57000.0,57000.0,57000.0,57000.0,57000.0,57000.0,57000.0,57000.0,57000.0,57000.0,57000.0,57000.0
RGI60-08.01205,1099000.0,1099000.0,1099000.0,1099000.0,1099000.0,1099000.0,1099000.0,1099000.0,1099000.0,1099000.0,1099000.0,1099000.0,1099000.0,1099000.0,1099000.0,1099000.0,1099000.0,1099000.0,1099000.0,1099000.0,1099000.0,1099000.0,1099000.0,1099000.0,1099000.0,1099000.0,1099000.0
RGI60-08.01206,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0
RGI60-08.01209,300000.0,300000.0,300000.0,300000.0,300000.0,300000.0,300000.0,300000.0,300000.0,300000.0,300000.0,300000.0,300000.0,300000.0,300000.0,300000.0,300000.0,300000.0,300000.0,300000.0,300000.0,300000.0,300000.0,300000.0,300000.0,300000.0,300000.0
RGI60-08.01210,99000.0,99000.0,99000.0,99000.0,99000.0,99000.0,99000.0,99000.0,99000.0,99000.0,99000.0,99000.0,99000.0,99000.0,99000.0,99000.0,99000.0,99000.0,99000.0,99000.0,99000.0,99000.0,99000.0,99000.0,99000.0,99000.0,99000.0
RGI60-08.01211,89000.0,89000.0,89000.0,89000.0,89000.0,89000.0,89000.0,89000.0,89000.0,89000.0,89000.0,89000.0,89000.0,89000.0,89000.0,89000.0,89000.0,89000.0,89000.0,89000.0,89000.0,89000.0,89000.0,89000.0,89000.0,89000.0,89000.0
RGI60-08.01212,181000.0,181000.0,181000.0,181000.0,181000.0,181000.0,181000.0,181000.0,181000.0,181000.0,181000.0,181000.0,181000.0,181000.0,181000.0,181000.0,181000.0,181000.0,181000.0,181000.0,181000.0,181000.0,181000.0,181000.0,181000.0,181000.0,181000.0
RGI60-08.01215,2288000.0,2288000.0,2288000.0,2288000.0,2288000.0,2288000.0,2288000.0,2288000.0,2288000.0,2288000.0,2288000.0,2288000.0,2288000.0,2288000.0,2288000.0,2288000.0,2288000.0,2288000.0,2288000.0,2288000.0,2288000.0,2288000.0,2288000.0,2288000.0,2288000.0,2288000.0,2288000.0
RGI60-08.01218,40000.0,40000.0,40000.0,40000.0,40000.0,40000.0,40000.0,40000.0,40000.0,40000.0,40000.0,40000.0,40000.0,40000.0,40000.0,40000.0,40000.0,40000.0,40000.0,40000.0,40000.0,40000.0,40000.0,40000.0,40000.0,40000.0,40000.0
RGI60-08.01226,697000.0,697000.0,697000.0,697000.0,697000.0,697000.0,697000.0,697000.0,697000.0,697000.0,697000.0,697000.0,697000.0,697000.0,697000.0,697000.0,697000.0,697000.0,697000.0,697000.0,697000.0,697000.0,697000.0,697000.0,697000.0,697000.0,697000.0
RGI60-08.01227,224000.0,224000.0,224000.0,224000.0,224000.0,224000.0,224000.0,224000.0,224000.0,224000.0,224000.0,224000.0,224000.0,224000.0,224000.0,224000.0,224000.0,224000.0,224000.0,224000.0,224000.0,224000.0,224000.0,224000.0,224000.0,224000.0,224000.0
RGI60-08.01230,3663000.0,3663000.0,3663000.0,3663000.0,3663000.0,3663000.0,3663000.0,3663000.0,3663000.0,3663000.0,3663000.0,3663000.0,3663000.0,3663000.0,3663000.0,3663000.0,3663000.0,3663000.0,3663000.0,3663000.0,3663000.0,3663000.0,3663000.0,3663000.0,3663000.0,3663000.0,3663000.0
RGI60-08.01235,198000.0,198000.0,198000.0,198000.0,198000.0,198000.0,198000.0,198000.0,198000.0,198000.0,198000.0,198000.0,198000.0,198000.0,198000.0,198000.0,198000.0,198000.0,198000.0,198000.0,198000.0,198000.0,198000.0,198000.0,198000.0,198000.0,198000.0
RGI60-08.01237,729000.0,729000.0,729000.0,729000.0,729000.0,729000.0,729000.0,729000.0,729000.0,729000.0,729000.0,729000.0,729000.0,729000.0,729000.0,729000.0,729000.0,729000.0,729000.0,729000.0,729000.0,729000.0,729000.0,729000.0,729000.0,729000.0,729000.0
RGI60-08.01238,1053000.0,1053000.0,1053000.0,1053000.0,1053000.0,1053000.0,1053000.0,1053000.0,1053000.0,1053000.0,1053000.0,1053000.0,1053000.0,1053000.0,1053000.0,1053000.0,1053000.0,1053000.0,1053000.0,1053000.0,1053000.0,1053000.0,1053000.0,1053000.0,1053000.0,1053000.0,1053000.0
RGI60-08.01242,93000.0,93000.0,93000.0,93000.0,93000.0,93000.0,93000.0,93000.0,93000.0,93000.0,93000.0,93000.0,93000.0,93000.0,93000.0,93000.0,93000.0,93000.0,93000.0,93000.0,93000.0,93000.0,93000.0,93000.0,93000.0,93000.0,93000.0
RGI60-08.01244,1653000.0,1653000.0,1653000.0,1653000.0,1653000.0,1653000.0,1653000.0,1653000.0,1653000.0,1653000.0,1653000.0,1653000.0,1653000.0,1653000.0,1653000.0,1653000.0,1653000.0,1653000.0,1653000.0,1653000.0,1653000.0,1653000.0,1653000.0,1653000.0,1653000.0,1653000.0,1653000.0
RGI60-08.01245,6032000.0,6032000.0,6032000.0,6032000.0,6032000.0,6032000.0,6032000.0,6032000.0,6032000.0,6032000.0,6032000.0,6032000.0,6032000.0,6032000.0,6032000.0,6032000.0,6032000.0,6032000.0,6032000.0,6032000.0,6032000.0,6032000.0,6032000.0,6032000.0,6032000.0,6032000.0,6032000.0
RGI60-08.01247,9637000.0,9637000.0,9637000.0,9637000.0,9637000.0,9637000.0,9637000.0,9637000.0,9637000.0,9637000.0,9637000.0,9637000.0,9637000.0,9637000.0,9637000.0,9637000.0,9637000.0,9637000.0,9637000.0,9637000.0,9637000.0,9637000.0,9637000.0,9637000.0,9637000.0,9637000.0,9637000.0
RGI60-08.01248,1855000.0,1855000.0,1855000.0,1855000.0,1855000.0,1855000.0,1855000.0,1855000.0,1855000.0,1855000.0,1855000.0,1855000.0,1855000.0,1855000.0,1855000.0,1855000.0,1855000.0,1855000.0,1855000.0,1855000.0,1855000.0,1855000.0,1855000.0,1855000.0,1855000.0,1855000.0,1855000.0
RGI60-08.02142,60000.0,60000.0,60000.0,60000.0,60000.0,60000.0,60000.0,60000.0,60000.0,60000.0,60000.0,60000.0,60000.0,60000.0,60000.0,60000.0,60000.0,60000.0,60000.0,60000.0,60000.0,60000.0,60000.0,60000.0,60000.0,60000.0,60175.977
RGI60-08.02144,6734000.0,6734000.0,6734000.0,6734000.0,6734000.0,6734000.0,6734000.0,6734000.0,6734000.0,6734000.0,6734000.0,6734000.0,6734000.0,6734000.0,6734000.0,6734000.0,6734000.0,6734000.0,6734000.0,6734000.0,6734000.0,6734000.0,6734000.0,6734000.0,6734000.0,6734000.0,6720677.0
RGI60-08.02146,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,149605.23
RGI60-08.02147,193000.0,193000.0,193000.0,193000.0,193000.0,193000.0,193000.0,193000.0,193000.0,193000.0,193000.0,193000.0,193000.0,193000.0,193000.0,193000.0,193000.0,193000.0,193000.0,193000.0,193000.0,193000.0,193000.0,193000.0,193000.0,193000.0,190314.45
RGI60-08.02153,279000.0,279000.0,279000.0,279000.0,279000.0,279000.0,279000.0,279000.0,279000.0,279000.0,279000.0,279000.0,279000.0,279000.0,279000.0,279000.0,279000.0,279000.0,279000.0,279000.0,279000.0,279000.0,279000.0,279000.0,279000.0,279000.0,274979.0
RGI60-08.02154,136000.0,136000.0,136000.0,136000.0,136000.0,136000.0,136000.0,136000.0,136000.0,136000.0,136000.0,136000.0,136000.0,136000.0,136000.0,136000.0,136000.0,136000.0,136000.0,136000.0,136000.0,136000.0,136000.0,136000.0,136000.0,136000.0,134993.28
RGI60-08.02155,1653000.0,1653000.0,1653000.0,1653000.0,1653000.0,1653000.0,1653000.0,1653000.0,1653000.0,1653000.0,1653000.0,1653000.0,1653000.0,1653000.0,1653000.0,1653000.0,1653000.0,1653000.0,1653000.0,1653000.0,1653000.0,1653000.0,1653000.0,1653000.0,1653000.0,1653000.0,1643965.0
RGI60-08.02156,324000.0,324000.0,324000.0,324000.0,324000.0,324000.0,324000.0,324000.0,324000.0,324000.0,324000.0,324000.0,324000.0,324000.0,324000.0,324000.0,324000.0,324000.0,324000.0,324000.0,324000.0,324000.0,324000.0,324000.0,324000.0,324000.0,323430.4
RGI60-08.02158,542000.0,542000.0,542000.0,542000.0,542000.0,542000.0,542000.0,542000.0,542000.0,542000.0,542000.0,542000.0,542000.0,542000.0,542000.0,542000.0,542000.0,542000.0,542000.0,542000.0,542000.0,542000.0,542000.0,542000.0,542000.0,542000.0,540765.94
RGI60-08.02159,1262000.0,1262000.0,1262000.0,1262000.0,1262000.0,1262000.0,1262000.0,1262000.0,1262000.0,1262000.0,1262000.0,1262000.0,1262000.0,1262000.0,1262000.0,1262000.0,1262000.0,1262000.0,1262000.0,1262000.0,1262000.0,1262000.0,1262000.0,1262000.0,1262000.0,1262000.0,1260430.6
RGI60-08.02160,4748000.0,4748000.0,4748000.0,4748000.0,4748000.0,4748000.0,4748000.0,4748000.0,4748000.0,4748000.0,4748000.0,4748000.0,4748000.0,4748000.0,4748000.0,4748000.0,4748000.0,4748000.0,4748000.0,4748000.0,4748000.0,4748000.0,4748000.0,4748000.0,4748000.0,4748000.0,4744743.5
RGI60-08.02646,589000.0,589000.0,589000.0,589000.0,589000.0,589000.0,589000.0,589000.0,589000.0,589000.0,589000.0,589000.0,589000.0,589000.0,589000.0,589000.0,589000.0,589000.0,589000.0,589000.0,589000.0,589000.0,589000.0,589000.0,589000.0,589000.0,589000.0
RGI60-08.02762,564000.0,564000.0,564000.0,564000.0,564000.0,564000.0,564000.0,564000.0,564000.0,564000.0,564000.0,564000.0,564000.0,564000.0,564000.0,564000.0,564000.0,564000.0,564000.0,564000.0,564000.0,564000.0,564000.0,564000.0,564000.0,564000.0,564000.0
RGI60-08.02764,717000.0,717000.0,717000.0,717000.0,717000.0,717000.0,717000.0,717000.0,717000.0,717000.0,717000.0,717000.0,717000.0,717000.0,717000.0,717000.0,717000.0,717000.0,717000.0,717000.0,717000.0,717000.0,717000.0,717000.0,717000.0,717000.0,717000.0
RGI60-08.02765,128000.0,128000.0,128000.0,128000.0,128000.0,128000.0,128000.0,128000.0,128000.0,128000.0,128000.0,128000.0,128000.0,128000.0,128000.0,128000.0,128000.0,128000.0,128000.0,128000.0,128000.0,128000.0,128000.0,128000.0,128000.0,128000.0,128000.0
RGI60-08.02767,272000.0,272000.0,272000.0,272000.0,272000.0,272000.0,272000.0,272000.0,272000.0,272000.0,272000.0,272000.0,272000.0,272000.0,272000.0,272000.0,272000.0,272000.0,272000.0,272000.0,272000.0,272000.0,272000.0,272000.0,272000.0,272000.0,272000.0
RGI60-08.02768,157759.36,157759.36,157759.36,157759.36,157759.36,157759.36,157759.36,157759.36,157759.36,157759.36,157759.36,157759.36,157759.36,157759.36,157759.36,157759.36,157759.36,157759.36,157759.36,157759.36,157759.36,157759.36,157759.36,157759.36,157759.36,157759.36,157759.36
RGI60-08.02769,165000.0,165000.0,165000.0,165000.0,165000.0,165000.0,165000.0,165000.0,165000.0,165000.0,165000.0,165000.0,165000.0,165000.0,165000.0,165000.0,165000.0,165000.0,165000.0,165000.0,165000.0,165000.0,165000.0,165000.0,165000.0,165000.0,165000.0
RGI60-08.02770,161000.0,161000.0,161000.0,161000.0,161000.0,161000.0,161000.0,161000.0,161000.0,161000.0,161000.0,161000.0,161000.0,161000.0,161000.0,161000.0,161000.0,161000.0,161000.0,161000.0,161000.0,161000.0,161000.0,161000.0,161000.0,161000.0,161000.0
RGI60-08.02773,178000.0,178000.0,178000.0,178000.0,178000.0,178000.0,178000.0,178000.0,178000.0,178000.0,178000.0,178000.0,178000.0,178000.0,178000.0,178000.0,178000.0,178000.0,178000.0,178000.0,178000.0,178000.0,178000.0,178000.0,178000.0,178000.0,178000.0
RGI60-08.02775,3002000.0,3002000.0,3002000.0,3002000.0,3002000.0,3002000.0,3002000.0,3002000.0,3002000.0,3002000.0,3002000.0,3002000.0,3002000.0,3002000.0,3002000.0,3002000.0,3002000.0,3002000.0,3002000.0,3002000.0,3002000.0,3002000.0,3002000.0,3002000.0,3002000.0,3002000.0,3002000.0
RGI60-08.02776,2353000.0,2353000.0,2353000.0,2353000.0,2353000.0,2353000.0,2353000.0,2353000.0,2353000.0,2353000.0,2353000.0,2353000.0,2353000.0,2353000.0,2353000.0,2353000.0,2353000.0,2353000.0,2353000.0,2353000.0,2353000.0,2353000.0,2353000.0,2353000.0,2353000.0,2353000.0,2353000.0
RGI60-08.02779,3379000.0,3379000.0,3379000.0,3379000.0,3379000.0,3379000.0,3379000.0,3379000.0,3379000.0,3379000.0,3379000.0,3379000.0,3379000.0,3379000.0,3379000.0,3379000.0,3379000.0,3379000.0,3379000.0,3379000.0,3379000.0,3379000.0,3379000.0,3379000.0,3379000.0,3379000.0,3379000.0
RGI60-08.02780,5091000.0,5091000.0,5091000.0,5091000.0,5091000.0,5091000.0,5091000.0,5091000.0,5091000.0,5091000.0,5091000.0,5091000.0,5091000.0,5091000.0,5091000.0,5091000.0,5091000.0,5091000.0,5091000.0,5091000.0,5091000.0,5091000.0,5091000.0,5091000.0,5091000.0,5091000.0,5091000.0
RGI60-08.02781,1255000.0,1255000.0,1255000.0,1255000.0,1255000.0,1255000.0,1255000.0,1255000.0,1255000.0,1255000.0,1255000.0,1255000.0,1255000.0,1255000.0,1255000.0,1255000.0,1255000.0,1255000.0,1255000.0,1255000.0,1255000.0,1255000.0,1255000.0,1255000.0,1255000.0,1255000.0,1255000.0
RGI60-08.02784,854000.0,854000.0,854000.0,854000.0,854000.0,854000.0,854000.0,854000.0,854000.0,854000.0,854000.0,854000.0,854000.0,854000.0,854000.0,854000.0,854000.0,854000.0,854000.0,854000.0,854000.0,854000.0,854000.0,854000.0,854000.0,854000.0,854000.0
RGI60-08.02785,680000.0,680000.0,680000.0,680000.0,680000.0,680000.0,680000.0,680000.0,680000.0,680000.0,680000.0,680000.0,680000.0,680000.0,680000.0,680000.0,680000.0,680000.0,680000.0,680000.0,680000.0,680000.0,680000.0,680000.0,680000.0,680000.0,680000.0
