,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097
RGI60-08.00867,363000.0,362853.66,361741.9,361431.3,360720.62,360021.78,360032.84,359944.66,359489.6,359551.94,358955.53,357664.66,357014.53,357045.7,356345.28,355575.9,354994.0,354679.47,354143.56,354378.88,353834.44,353014.1,351510.97,350810.7,350231.97,349025.47,348005.7,346701.03,345505.3,344219.8,343257.62,340820.8,340125.44,338870.3,336061.72,334281.72,332982.25,262556.47,262615.47,230235.23,194160.3,155173.83,154954.53,117709.22,85351.73,84839.35,57764.92,35883.242,35697.883,35593.766,35315.652,18940.697,11669.124,11587.151,11493.1455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGI60-08.00868,151276.62,167527.7,150164.3,177449.58,151207.2,149817.47,181328.86,190285.89,183267.66,196199.61,180557.39,150827.48,149238.22,209577.48,154206.38,149621.97,149371.06,166776.61,149465.08,211308.58,150341.06,149457.66,148874.58,149124.64,148729.52,148245.36,147551.19,146894.34,146395.58,145763.34,145256.88,144704.7,144568.89,143850.36,143097.8,142318.53,141580.25,141119.08,141147.3,140745.56,140759.25,140060.0,139859.27,139127.0,138353.92,137419.64,136831.81,136099.36,135233.28,135179.23,134504.28,126609.375,126548.69,126070.85,125426.58,124943.61,124290.48,99480.96,74171.19,44904.46,16930.955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGI60-08.00869,546244.2,544381.0,540022.25,538695.0,535404.5,530882.3,529080.56,527688.9,525019.7,524180.66,521244.88,517082.7,513183.03,512574.94,509566.53,500811.38,497749.4,496031.6,483695.25,483669.6,467813.94,449164.53,416173.4,373063.47,327578.8,211870.16,192403.73,153993.48,71417.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGI60-08.00870,289528.72,290000.97,288087.9,298061.12,289263.44,287620.34,302530.78,306899.66,305279.78,342504.62,302875.53,289570.84,288043.22,445308.03,312161.1,299521.97,295175.28,293669.53,290965.94,534962.1,321051.28,296699.38,289376.62,289043.53,295727.66,287494.0,286478.4,285690.06,284992.3,284341.25,283914.0,282996.97,283064.44,281958.6,280845.9,279562.66,278819.9,278029.47,462289.47,278218.88,278207.8,277424.75,277706.06,276512.25,275647.6,274145.94,273425.56,272664.28,272021.47,271995.66,271147.6,270402.34,272127.53,269857.8,269056.38,268427.62,267423.28,265845.44,265170.56,264013.53,261932.05,260659.77,259658.66,258230.31,256559.81,255241.66,254227.28,252769.52,246926.78,246673.53,245654.9,244005.83,234827.77,233696.92,232612.52,230567.47,217878.17,201789.53,182430.55,181266.4,158301.67,155219.48,130774.94,129686.375,107287.73,87075.19,30115.488,0.0,0.0,0.0,0.0,0.0
RGI60-08.00871,491954.38,491072.8,489237.94,488579.22,487237.3,485631.38,484989.03,484512.06,483531.12,483294.16,482015.22,480269.4,478762.6,478844.03,477669.97,476512.97,475483.84,474576.9,473384.28,473518.94,472238.94,470737.94,468852.03,467514.34,466807.38,464889.0,462541.84,460602.34,458712.5,456690.47,455170.16,378782.66,336328.56,175546.33,74156.5,34656.684,32463.648,32046.209,119049.3,10516.373,10436.696,10297.886,10221.632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGI60-08.00872,4893995.0,4891627.5,4876817.5,4874662.5,4864374.0,4850817.5,4847697.0,4846019.5,4840965.0,4840505.0,4832038.5,4820194.5,4810517.5,4812984.0,4805845.0,4797438.0,4789741.5,4787653.0,4779653.0,4781784.5,4769140.5,4758002.5,4743614.0,4721103.0,4715734.0,4669675.0,4608744.0,4595899.5,4515071.5,4504111.0,4496287.5,4393482.5,4384255.5,4368785.5,4255027.5,4240358.5,4226319.5,4216152.5,4116626.0,4105433.8,4102042.5,4088341.2,3987229.5,3971907.5,3864147.5,3751060.5,3417980.0,3141767.8,3132975.5,2988882.5,2980727.5,2826135.0,2823384.8,2671633.5,2450733.0,2297258.5,2290196.8,1617198.8,1442436.0,1391396.0,1233477.2,1087600.6,1058855.5,1044701.6,928119.56,922792.44,917590.0,910392.56,903466.44,793277.06,704834.3,698942.5,692077.5,619408.9,539854.06,533750.7,406124.78,184770.11,114803.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGI60-08.00873,3188321.0,3183288.0,3170637.8,3167310.2,3157979.2,3144929.8,3140215.0,3136546.8,3129388.0,3127712.8,3119563.0,3107767.2,3096798.0,3095830.5,3087714.5,3079305.2,3070354.2,3065612.0,3041290.0,3041788.2,3032052.2,2997151.5,2984409.0,2976280.2,2944162.0,2932731.0,2916621.5,2872418.5,2859550.0,2813567.0,2780443.0,2725755.2,2714474.5,2602347.5,2587788.2,2397890.5,2073317.9,1874804.0,1850382.8,1631692.0,1435851.8,1281127.2,915159.44,782921.06,680641.4,676032.5,553756.06,371286.3,287167.25,84351.766,0.0,0.0,3397.2925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGI60-08.00874,987000.0,981552.25,969810.25,967427.3,961348.0,954002.0,950165.7,946857.5,941710.0,941335.4,936924.56,930156.06,924164.7,924280.7,917692.56,913286.9,910074.0,907404.5,903256.44,903638.44,898674.3,891804.5,885294.5,882070.5,880284.9,875388.44,869265.2,864090.4,859231.3,854182.4,850268.4,844516.5,787098.75,734171.25,686689.56,613603.1,594151.7,576854.1,703108.3,508270.8,506598.22,480811.38,479254.2,408942.34,405844.25,367354.12,344672.47,223213.3,188819.94,152538.34,87940.03,29102.592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGI60-08.00875,5328688.0,5323513.0,5309641.5,5306132.0,5296016.0,5281548.5,5276371.5,5272502.5,5264852.0,5263122.5,5253712.5,5240321.5,5227773.0,5226640.5,5217176.5,5207826.0,5197730.5,5192253.5,5181459.0,5182561.0,5171316.5,5156655.0,5140871.0,5130892.0,5050628.5,4953683.0,4936984.0,4922686.0,4909113.5,4898305.0,4840570.0,4824660.5,4816251.0,4737787.0,4639037.5,4515580.5,4382020.5,4237198.0,4235381.5,4224562.0,3742524.2,3428880.5,3232335.0,2997723.2,2988824.5,2756627.8,2316432.8,2267666.0,2261648.2,2084372.1,2062277.1,2055711.0,2111415.0,2001735.2,1839435.5,1687084.1,1681517.0,1342376.1,1213979.1,1060763.6,915896.25,550934.3,548680.1,323835.78,218990.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGI60-08.00876,5056333.5,5052669.0,5040142.5,5038314.0,5029484.0,5016511.0,5013035.0,5010219.0,5004399.5,5004551.0,4996878.5,4985001.5,4974100.0,4975004.0,4935613.0,4928013.0,4920099.5,4917094.0,4908855.0,4911367.0,4859151.5,4847206.5,4834630.0,4828302.5,4823539.5,4811698.0,4750428.0,4736301.0,4723134.5,4665340.0,4656553.0,4583892.0,4575861.0,4559275.5,4473808.5,4456475.5,4443608.5,4431657.0,4429268.5,4416817.5,4343704.0,4329705.0,4324041.0,4307810.0,4293168.5,4273564.0,4106586.5,3878678.2,3866883.8,3701276.2,3489248.0,3316284.5,3312258.0,3224752.0,2859393.2,2850788.2,2730896.0,2119260.2,1754249.6,1589059.1,1071995.9,604989.1,306359.1,147391.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGI60-08.00951,85806.94,85426.89,84343.08,84038.414,83184.86,81929.305,81566.05,81379.57,80781.62,80117.04,79309.39,75957.61,75308.08,70917.55,70252.86,63619.387,55404.6,55313.293,46379.53,46272.76,32182.973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGI60-08.00958,2900306.5,2894807.0,2877199.0,2872935.8,2863602.8,2849634.2,2844845.5,2840995.2,2832112.8,2828392.2,2821212.8,2810116.0,2799686.8,2800032.0,2792590.5,2784590.2,2775870.0,2771563.0,2761274.8,2762472.8,2748702.5,2737370.0,2725265.0,2718500.2,2713460.0,2701855.2,2684729.2,2668855.2,2650920.5,2642019.2,2634111.2,2619836.5,2612199.5,2574814.0,2559100.5,2326995.2,2219440.8,2136389.0,2135218.5,2126828.2,2123789.2,2045737.1,2042201.4,2031369.5,2007597.8,1934631.2,1890714.4,1824340.9,1753629.5,1698885.5,1623015.0,1615456.9,1545698.8,1539930.6,1461587.8,1384738.0,1378325.4,1366967.6,1360600.4,1056070.9,731871.6,642403.25,502346.22,498372.03,296109.62,237765.72,235985.78,169065.78,55789.723,55387.113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGI60-08.00962,396613.6,395932.25,393633.53,393140.88,391395.56,388702.84,388092.4,387815.53,386691.9,385411.53,383741.25,381743.16,380249.0,380297.03,378579.75,373378.78,372137.25,371894.53,363302.8,362996.72,361073.47,348619.25,331695.25,330080.1,310524.3,286945.72,261034.25,233602.72,204579.1,174250.31,79955.93,35426.383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9868.907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGI60-08.00965,36805.46,35808.5,32999.797,31309.04,29623.906,26042.982,25393.223,25013.395,23897.846,22090.965,21653.84,1963.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGI60-08.00967,2816266.2,2821409.2,2807698.8,2805028.2,2797989.2,2789838.8,2789304.2,2791272.2,2786650.2,2785242.8,2781666.8,2772562.8,2768727.8,2771532.0,2765043.2,2757966.0,2751901.8,2754611.0,2748891.5,2749090.2,2740609.8,2731468.5,2721777.0,2719868.5,2712877.2,2702164.2,2692790.5,2680342.5,2672099.2,2660840.5,2641810.0,2631823.2,2623396.5,2593195.8,2549988.8,2539523.5,2490168.2,2482993.8,2477645.0,2468930.2,2422727.2,2412240.5,2406183.8,2346009.5,2304252.0,2186798.5,2178120.0,2113074.5,1992140.1,2016530.4,1854503.0,1845713.1,1839660.8,1769663.9,1759071.5,1428263.5,1261260.5,1057183.0,1050585.6,907503.8,846428.06,787006.94,726324.94,663393.3,585792.3,474781.1,419864.84,352395.56,244319.9,191933.9,190002.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGI60-08.00968,295661.2,292395.12,285170.7,282288.75,278434.22,271119.44,269977.5,269188.44,267124.8,266165.22,262763.47,257949.34,255661.17,255837.47,253807.9,251623.0,249170.12,247529.97,244878.05,245102.36,243303.02,241621.75,239329.39,238066.31,237065.25,231336.08,82706.53,66047.77,27743.242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGI60-08.00970,96370.94,135224.98,93219.13,126654.555,92806.11,89696.78,120284.26,138721.8,133607.92,178126.9,127774.3,91695.445,90081.3,195155.56,149408.89,103721.305,91954.54,136970.16,96952.47,193954.17,94785.95,91327.04,89241.15,105749.96,100868.69,89075.96,87790.78,86818.38,86151.08,85408.45,85030.99,83424.39,82688.97,80906.516,78224.81,77301.08,76341.69,75825.29,96220.99,75647.46,89749.164,74851.34,74868.57,73404.125,72432.34,70837.375,70073.12,68845.84,68023.234,73525.45,67467.71,66418.2,69898.77,66078.57,64561.535,63817.43,62861.254,53246.66,35397.098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGI60-08.00971,148775.03,148466.6,147085.11,146813.11,145866.2,144583.0,144305.17,144142.62,137107.2,137047.33,123483.65,122626.53,105616.88,105860.82,84079.055,83681.56,83300.53,83213.13,62008.473,120808.46,61720.375,61248.887,44255.83,44028.79,43837.04,31053.197,30501.541,20450.691,20130.625,12166.996,11999.392,11628.519,5870.279,5622.3267,2052.8079,1029.5282,920.50726,837.48584,823.1881,725.2618,694.67725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGI60-08.00972,89847.58,89130.16,86393.99,85949.71,83553.24,81366.49,81092.664,81069.53,80259.89,79058.766,76942.305,75983.96,75300.36,80416.19,74834.875,74139.27,73502.945,73568.97,72652.77,72640.82,70942.125,68804.914,67971.11,67383.99,66913.67,66075.39,36347.62,7729.3213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19391.975,0.0,0.0,502.49698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGI60-08.00975,559574.5,557922.06,549423.6,547222.56,539566.5,532626.8,530469.06,529220.7,525387.3,524224.3,517509.3,511940.62,506836.75,507523.38,502529.9,497610.7,494085.56,492811.72,487826.56,488092.28,483389.7,479212.47,473476.53,469879.44,467136.62,463292.28,458647.56,444635.66,416251.3,385781.8,255431.19,40212.812,0.0,0.0,0.0,0.0,0.0,0.0,1462.4872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGI60-08.00976,144506.16,143577.05,141523.97,140723.89,138994.53,136677.78,135719.62,135166.89,133805.03,132354.12,130770.31,128887.98,124317.67,118076.97,96947.05,76531.99,65783.51,65526.0,32355.516,21614.426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGI60-08.00981,969295.7,969365.75,963056.5,962918.25,958623.2,952932.94,952224.5,952198.56,950648.1,951549.9,948225.9,943288.2,939314.56,941369.75,938966.3,935516.3,932523.8,932604.5,929667.6,931581.4,923504.25,918987.0,906210.25,904925.7,903335.25,886424.7,864992.1,859841.0,838594.56,834359.75,814135.6,807867.1,786969.4,764621.3,744644.56,705855.44,701624.6,676939.5,676500.8,673506.6,673176.0,550137.75,549009.7,496011.9,395697.38,330039.06,249430.81,207583.69,146818.47,184632.17,124487.04,38216.094,38227.543,35334.785,10923.117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGI60-08.00983,99946.79,100124.21,97194.36,97384.44,95362.69,92069.805,92148.09,92426.234,92159.51,95647.7,91779.89,89923.82,88444.67,98489.5,89081.87,87872.82,86839.055,87313.055,86025.26,96457.27,84204.41,82763.79,80698.56,80509.984,80110.58,77903.875,74742.89,71329.79,69759.36,67857.94,66076.0,55326.723,46098.316,17720.977,16854.605,12976.92,12461.011,12157.696,15556.462,11848.349,15239.492,8325.453,5112.972,4668.5293,4341.0693,1593.3402,1212.1925,0.0,0.0,289.19092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGI60-08.00984,64398.582,63063.133,59429.715,58755.47,55187.617,51362.414,50897.355,50485.008,49185.95,49933.93,48077.066,47272.83,46545.52,49512.53,46405.766,45945.46,45469.703,45366.734,44846.65,58448.23,44604.61,43714.684,42763.68,42412.316,42135.152,41273.473,39961.03,16810.037,16345.036,12631.237,12403.8,9072.29,8911.049,6290.4326,6008.7935,4323.0513,4229.083,4143.4727,7943.809,4053.7505,3599.8662,3119.3042,3119.3042,1919.3489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGI60-08.00988,48361.9,48254.473,47505.61,47485.367,46926.766,46038.688,45901.785,45887.957,45610.9,45287.684,44792.54,44169.01,43733.76,47222.773,43449.766,43020.23,42664.027,42741.74,42301.73,42237.383,41494.52,39659.98,35820.59,24230.26,17432.072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1286.9915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGI60-08.00990,163877.31,163541.7,162304.12,162182.17,161360.64,160048.73,159824.72,159606.55,159118.22,159243.38,158459.48,157281.19,156202.5,156438.0,155721.86,155041.52,154271.81,153981.22,153139.84,157387.89,152737.89,150459.25,145131.11,144545.05,144166.39,136192.55,115469.24,68421.375,32383.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25676.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGI60-08.00991,328239.62,327702.75,325736.75,325497.66,324206.06,322129.53,321767.12,321430.8,320641.97,320825.03,319559.72,317697.38,315980.12,316321.8,315169.1,314112.28,312904.22,312419.38,311079.12,339176.56,310492.7,308587.44,306356.3,305146.53,304379.2,302396.34,299454.7,296946.9,294545.34,289267.2,265194.06,127291.984,102690.445,87285.84,41683.75,29093.598,28717.96,28344.281,74796.94,28009.17,18213.479,17880.627,17793.324,17391.746,17028.32,9316.709,9104.697,8857.94,8663.441,8616.779,8392.876,8153.294,8114.2163,7928.5205,7622.2617,4936.3213,4686.2754,4237.517,4008.1216,3674.3406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGI60-08.00994,167696.72,167257.5,165082.56,164921.25,163120.05,160633.77,159986.12,159814.28,158866.02,157850.42,156444.2,154648.42,153399.34,153696.89,152446.05,151131.02,150032.78,150209.92,148977.84,144590.48,142580.95,140718.84,133333.61,131766.1,115249.33,103793.15,57077.75,6821.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGI60-08.00997,1220916.2,1217623.5,1210370.0,1207182.0,1201383.6,1192839.0,1188613.2,1185920.4,1180506.6,1176479.1,1161435.9,1154679.1,1135116.6,1133215.0,1112185.9,1107760.6,1103016.8,1085643.1,1059778.4,1059021.9,1031978.2,1026006.94,996602.7,964773.9,933646.2,900055.94,863367.56,827006.06,821895.2,783605.94,742256.5,444472.1,391255.94,387334.94,334404.06,283987.84,281113.16,278809.72,278416.16,275758.9,274936.28,229854.66,229013.64,225894.12,223290.38,216870.3,206784.44,204710.3,202739.77,202059.12,187269.94,185388.38,184743.62,117245.375,90109.53,88930.04,73541.84,35862.51,18543.787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGI60-08.01000,272275.56,268238.44,261519.05,259972.39,256664.28,251636.9,250672.69,249889.61,248234.12,247860.97,245744.92,242157.2,239194.56,239141.42,237772.53,236435.95,234980.23,234234.48,232660.06,232948.47,231382.05,229313.58,227037.67,225589.05,224589.1,222513.48,185717.12,58140.812,6712.313,6561.0776,6431.5435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGI60-08.01002,416034.34,415550.53,407638.06,407571.72,404672.94,400095.5,399823.9,399733.6,398562.25,399217.12,396264.56,390801.8,387617.9,423835.66,387707.9,385873.3,384192.7,384161.06,382287.47,422590.5,380803.88,377885.9,373260.06,371620.5,369917.03,364490.34,360422.5,356948.1,353965.88,350986.06,348766.22,343726.84,341129.78,335567.16,327625.94,323090.78,319353.53,316583.94,316192.25,312901.84,311957.72,308006.0,306488.44,285130.0,266498.75,149712.1,132478.31,118640.53,105723.72,105602.7,93187.23,81199.35,80997.03,80268.78,68543.88,56459.555,33384.652,14461.314,5297.0986,5028.1465,4558.6807,816.717,678.49585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
