"","Date","TESSEVATN","AURSJOEN","RAUDDALSVATN","BREIDALSVATN"
"120",2010-04-30,84827808,8632123,42970168,13666972
"121",2010-05-01,85085544,8698037,42784744,13745256
"122",2010-05-02,85008960,8642619,42511280,13727817
"123",2010-05-03,84905896,8584678,42240684,13705518
"124",2010-05-04,84791120,8526793,41971688,13678359
"125",2010-05-05,84666712,8466191,41703572,13644836
"126",2010-05-06,84526896,8399530,41433124,13602791
"127",2010-05-07,84396512,8335133,41168200,13559312
"128",2010-05-08,84309928,8270210.5,40906984,13512849
"129",2010-05-09,84262008,8206508.5,40662144,13480338
"130",2010-05-10,84128184,8143433,40411368,13432325
"131",2010-05-11,84004072,8086605,40169660,13386873
"132",2010-05-12,83858448,8021297.5,39926916,13333944
"133",2010-05-13,83796704,7950779.5,39684088,13275975
"134",2010-05-14,84002736,8132542.5,39590900,13367243
"135",2010-05-15,84713144,9093127,39691916,13568634
"136",2010-05-16,87583008,11033285,40601112,14022560
"137",2010-05-17,91686328,13089623,41736920,14647634
"138",2010-05-18,93399184,13604126,42260992,15014713
"139",2010-05-19,94646936,14368372,42996444,15581485
"140",2010-05-20,98172904,15263702,44964536,16695917
"141",2010-05-21,103045248,15907807,47249376,17970256
"142",2010-05-22,107690816,16430425,49697336,19506638
"143",2010-05-23,111454920,16811178,51857960,20882450
"144",2010-05-24,112847880,16796990,52693096,21625964
"145",2010-05-25,113064464,16686514,52820184,21901644
"146",2010-05-26,112957408,16551194,52691068,21962494
"147",2010-05-27,112768336,16406099,52500464,22040088
"148",2010-05-28,112545856,16254594,52241076,22015506
"149",2010-05-29,112383008,16119650,52075064,22104008
"150",2010-05-30,112264552,15982153,51868632,22106056
"151",2010-05-31,112396808,15892776,51961308,22323100
"152",2010-06-01,113380064,15852848,52639504,22770808
"153",2010-06-02,115791792,15822231,54216164,23688036
"154",2010-06-03,117772952,15737842,55832900,24665462
"155",2010-06-04,118281464,15615424,56605416,25291334
"156",2010-06-05,118613176,15488430,57251636,25863072
"157",2010-06-06,119841304,15365888,58418684,26676288
"158",2010-06-07,121207912,15242255,59309144,27408986
"159",2010-06-08,122372160,15178557,60498524,28279014
"160",2010-06-09,124285272,15214966,62275536,29282228
"161",2010-06-10,127367976,15373895,64148924,30376058
"162",2010-06-11,1.3e+08,15303657,66601500,31731364
"163",2010-06-12,1.3e+08,15649189,70628240,33412622
"164",2010-06-13,1.3e+08,15634342,72613248,34549676
"165",2010-06-14,1.3e+08,15530561,73175696,35180836
"166",2010-06-15,129979584,15415254,73280392,35531648
"167",2010-06-16,1.3e+08,15295593,73483216,35882832
"168",2010-06-17,1.3e+08,15184084,74280600,36419348
"169",2010-06-18,1.3e+08,15090199,76005472,37296628
"170",2010-06-19,1.3e+08,15003039,76855520,37994908
"171",2010-06-20,129864480,14919212,77019656,38356760
"172",2010-06-21,129577432,14850012,77006712,38599408
"173",2010-06-22,1.3e+08,14803765,77875784,39182172
"174",2010-06-23,1.3e+08,14716948,79159656,39930964
"175",2010-06-24,1.3e+08,14600105,81612936,41128172
"176",2010-06-25,1.3e+08,14706850,84978632,42830472
"177",2010-06-26,1.3e+08,14755350,86863784,44164596
"178",2010-06-27,1.3e+08,14683975,88024736,45070820
"179",2010-06-28,1.3e+08,14580338,89910312,45840980
"180",2010-06-29,1.3e+08,14518623,92469976,46635884
"181",2010-06-30,1.3e+08,14485029,94621432,47313348
"182",2010-07-01,1.3e+08,14529696,96037592,47787100
"183",2010-07-02,1.3e+08,14439981,97507672,47999392
"184",2010-07-03,1.3e+08,14333325,99839888,48090452
"185",2010-07-04,1.3e+08,14237644,101821504,48102924
"186",2010-07-05,1.3e+08,14136849,103263656,48029296
"187",2010-07-06,1.3e+08,14049661,104187680,47898468
"188",2010-07-07,129931592,13966557,104685496,47736468
"189",2010-07-08,129753728,13888074,105248600,47562096
"190",2010-07-09,129672072,13800407,105769968,47356868
"191",2010-07-10,129532440,13713335,106631152,47213872
"192",2010-07-11,129416320,13628758,107477712,47027696
"193",2010-07-12,129623000,13555477,108332840,46838124
"194",2010-07-13,1.3e+08,13601721,109704088,46805088
"195",2010-07-14,1.3e+08,13716034,111774136,46941072
"196",2010-07-15,1.3e+08,13685416,113157680,46910736
"197",2010-07-16,1.3e+08,13635499,114166728,46826180
"198",2010-07-17,129996824,13570397,114903576,46685364
"199",2010-07-18,1.3e+08,13502081,115660096,46534332
"200",2010-07-19,1.3e+08,13434878,116157760,46369868
"201",2010-07-20,129938680,13375712,116476024,46205024
"202",2010-07-21,129674352,13349710,117410280,46289332
"203",2010-07-22,1.3e+08,13815505,122749104,47066380
"204",2010-07-23,1.3e+08,13915490,125028544,47446748
"205",2010-07-24,129935688,13866799,125390528,47556392
"206",2010-07-25,129658944,13805110,125573992,47530800
"207",2010-07-26,129790320,13803041,125852256,47422448
"208",2010-07-27,129938936,13773949,126081168,47283364
"209",2010-07-28,129678544,13710788,126382968,47096836
"210",2010-07-29,129305576,13682203,127602320,47224328
"211",2010-07-30,129255968,13631030,128494320,47138152
"212",2010-07-31,129402400,13720902,129008376,47008392
"213",2010-08-01,129482432,13829220,129866720,46962148
"214",2010-08-02,129408448,13828685,130381008,46855204
"215",2010-08-03,129125704,13775419,130384680,46701844
"216",2010-08-04,128986744,13715517,130253776,46534080
"217",2010-08-05,129076560,13657687,130435672,46381148
"218",2010-08-06,129595208,13710152,131041192,46229524
"219",2010-08-07,1.3e+08,13686831,131519744,46120728
"220",2010-08-08,1.3e+08,13630138,131715368,45960468
"221",2010-08-09,129800368,13564610,131906056,45789120
"222",2010-08-10,129423136,13495524,132198424,45604344
"223",2010-08-11,129046912,13483832,133181296,45513260
"224",2010-08-12,128769296,13468749,133758184,45363664
"225",2010-08-13,128469576,13408287,134004568,45188496
"226",2010-08-14,128280200,13357848,134356032,45011944
"227",2010-08-15,127944840,13300244,134613600,44820028
"228",2010-08-16,127517816,13236308,134867392,44614084
"229",2010-08-17,127066640,13174232,135151440,44399596
"230",2010-08-18,126627144,13122639,135431968,44188028
"231",2010-08-19,126197632,13076198,135509216,43971188
"232",2010-08-20,125882608,13028813,135455744,43758640
"233",2010-08-21,125561736,12990759,135929936,43688076
"234",2010-08-22,125202376,12942103,136110048,43534460
"235",2010-08-23,124808128,12904879,135854784,43370100
"236",2010-08-24,124460232,12880246,135435600,43183344
"237",2010-08-25,124082936,12881196,135172432,43012200
"238",2010-08-26,123675760,12998170,134729552,42816652
"239",2010-08-27,123279928,13025204,134125624,42636732
"240",2010-08-28,123019104,13057499,133694320,42442976
"241",2010-08-29,122919272,13371054,133144968,42251796
"242",2010-08-30,122819736,13377516,132361736,42034276
"243",2010-08-31,122798312,13479949,131719568,41893836
"244",2010-09-01,122797704,13577642,131053472,41807580
"245",2010-09-02,122687240,13562885,130309432,41654424
"246",2010-09-03,122397368,13520887,129556096,41468152
"247",2010-09-04,122070408,13484098,128796736,41271692
"248",2010-09-05,121785608,13433651,128149976,41056796
"249",2010-09-06,121899392,13380803,127801928,40827644
"250",2010-09-07,121912776,13325462,127747488,40586528
"251",2010-09-08,121683696,13275084,127658784,40337620
"252",2010-09-09,121329768,13224235,127429200,40081844
"253",2010-09-10,120966016,13177681,127074480,39823384
"254",2010-09-11,120586984,13132835,126616680,39564016
"255",2010-09-12,120771864,13137292,126479464,39334716
"256",2010-09-13,121779032,13130868,126301792,39088088
"257",2010-09-14,122073520,13090843,126015376,38842756
"258",2010-09-15,122078688,13057846,125851784,38632136
"259",2010-09-16,121856440,13021162,125468104,38467864
"260",2010-09-17,121664720,12985021,125034448,38341648
"261",2010-09-18,121353872,12962163,124446704,38156556
"262",2010-09-19,121084016,12933787,123878440,38045328
"263",2010-09-20,120750008,12923911,123243800,37921120
"264",2010-09-21,120411424,12889552,122577848,37750392
"265",2010-09-22,120039288,12852824,121904176,37564556
"266",2010-09-23,120025432,12863493,122519096,37738040
"267",2010-09-24,121441888,13192349,124463752,38280384
"268",2010-09-25,122208496,13229856,125119144,38519672
"269",2010-09-26,122117416,13195315,124878392,38581008
"270",2010-09-27,121823752,13161484,124377288,38543508
"271",2010-09-28,121479712,13131305,123769680,38444660
"272",2010-09-29,121132552,13105354,123114392,38302848
"273",2010-09-30,120885832,13107638,122518968,38134744
"274",2010-10-01,120752864,13110230,121969144,37947576
"275",2010-10-02,120526984,13087054,121367248,37746684
"276",2010-10-03,120235824,13058270,120729128,37530108
"277",2010-10-04,120842736,13160147,120786456,37477668
"278",2010-10-05,123104928,13600944,121876648,37438816
"279",2010-10-06,126184192,13724806,122928952,37369912
"280",2010-10-07,128536128,14157246,124561848,37476684
"281",2010-10-08,129892872,14196888,124886816,37412812
"282",2010-10-09,129943712,14165236,124640504,37285348
"283",2010-10-10,129872312,14125484,124317072,37118576
"284",2010-10-11,129779080,14081510,123856776,36928068
"285",2010-10-12,129475912,14030653,123266104,36717260
"286",2010-10-13,129076720,13979949,122623840,36493440
"287",2010-10-14,128641960,13927384,121962992,36289664
"288",2010-10-15,128195432,13876983,121291152,36055420
"289",2010-10-16,127741056,13826521,120619488,35813104
"290",2010-10-17,127280936,13771601,119947408,35558880
"291",2010-10-18,126817544,13716727,119286816,35310804
"292",2010-10-19,126356712,13665509,118660696,35098140
"293",2010-10-20,125896376,13617987,118031368,34847372
"294",2010-10-21,125437440,13570506,117412776,34589508
"295",2010-10-22,124981600,13524321,116805960,34326600
"296",2010-10-23,124527496,13479819,116210992,34059192
"297",2010-10-24,124075680,13435751,115626480,33786496
"298",2010-10-25,123624520,13391871,115054240,33510352
"299",2010-10-26,123179312,13349429,114493568,33230154
"300",2010-10-27,122735832,13302711,113939080,32940394
"301",2010-10-28,122388664,13301818,113585152,32754416
"302",2010-10-29,121958304,13259450,113107176,32511898
"303",2010-10-30,121652320,13309072,112753896,32280190
"304",2010-10-31,121421864,13297567,112352344,32032660
"305",2010-11-01,121062128,13256651,111939400,31790788
"306",2010-11-02,120656960,13214188,111509928,31524738
"307",2010-11-03,120272784,13171379,111100896,31290208
"308",2010-11-04,119888600,13129811,110671552,31019588
"309",2010-11-05,119471960,13090176,110241048,30741056
"310",2010-11-06,119058400,13051890,109814248,30458054
"311",2010-11-07,118652784,13015498,109393496,30171570
"312",2010-11-08,118253992,12980982,108978816,29881354
"313",2010-11-09,117860104,12947095,108571024,29587628
"314",2010-11-10,117468424,12912549,108170296,29290516
"315",2010-11-11,117081032,12879491,107777160,28990982
"316",2010-11-12,116698248,12847379,107384240,28688344
"317",2010-11-13,116319248,12815956,106989664,28383764
"318",2010-11-14,115944240,12785238,106593600,28077578
"319",2010-11-15,115572832,12755263,106196224,27769554
"320",2010-11-16,115205808,12725895,105797440,27459600
"321",2010-11-17,114842432,12697075,105397600,27147906
"322",2010-11-18,114482752,12668770,104996632,26834466
"323",2010-11-19,114126296,12639621,104594112,26519042
"324",2010-11-20,113773536,12611685,104191232,26202656
"325",2010-11-21,113424120,12584564,103787472,25884814
"326",2010-11-22,113078640,12558249,103382816,25565414
"327",2010-11-23,112736664,12532536,102977384,25244808
"328",2010-11-24,112397824,12506863,102570784,24922414
"329",2010-11-25,112062656,12481939,102163728,24599022
"330",2010-11-26,111730800,12457485,101755992,24274490
"331",2010-11-27,111402224,12433347,101347496,23948570
"332",2010-11-28,111076728,12409565,100937992,23621020
"333",2010-11-29,110754496,12386184,100527984,23292398
"334",2010-11-30,110435688,12363452,100117360,22962810
"335",2010-12-01,110119888,12341002,99706064,22632158
"336",2010-12-02,109807096,12318519,99293912,22300280
"337",2010-12-03,109496496,12295893,98880952,21967298
"338",2010-12-04,109188688,12271994,98465552,21631950
"339",2010-12-05,108884320,12250427,98051080,21296470
"340",2010-12-06,108583760,12229963,97636408,20960346
"341",2010-12-07,108286256,12209906,97221184,20633624
"342",2010-12-08,107991496,12190167,96805352,20322580
"343",2010-12-09,107699448,12170714,96388776,20026376
"344",2010-12-10,107410160,12151503,95971584,19744256
"345",2010-12-11,107122680,12132292,95553576,19475160
"346",2010-12-12,106837472,12112972,95134752,19218882
"347",2010-12-13,106556512,12094542,94715648,18974990
"348",2010-12-14,106278728,12076631,94296136,18742746
"349",2010-12-15,106003216,12058994,93876048,18521446
"350",2010-12-16,105728992,12040549,93454712,18310008
"351",2010-12-17,105459048,12023239,93033232,18108728
"352",2010-12-18,105191696,12006238,92611096,17916534
"353",2010-12-19,104926816,11989451,92188360,17733192
"354",2010-12-20,104664624,11972408,91765264,17558688
"355",2010-12-21,104404864,11954945,91341600,17392230
"356",2010-12-22,104147664,11937225,90917456,17233532
"357",2010-12-23,103892896,11919148,90492752,17082096
"358",2010-12-24,103640544,11900718,90067504,16937506
"359",2010-12-25,103390528,11881920,89641712,16799504
"360",2010-12-26,103142840,11862471,89215312,16667616
"361",2010-12-27,102897520,11842993,88788432,16541755
"362",2010-12-28,102654456,11823165,88361024,16421511
"363",2010-12-29,102413552,11802902,87932936,16306596
"364",2010-12-30,102171360,11779515,87501512,16194797
"365",2010-12-31,101930248,11756680,87071480,16089038
"366",2011-01-01,101691744,11733469,86640688,15987559
"367",2011-01-02,101454592,11709987,86209176,15890123
"368",2011-01-03,101223280,11687477,85777952,15797692
"369",2011-01-04,100995032,11665045,85346512,15709361
"370",2011-01-05,100769464,11642514,84914688,15624789
"371",2011-01-06,100545768,11619458,84481760,15542742
"372",2011-01-07,100323992,11595558,84048064,15464172
"373",2011-01-08,100104560,11572053,83614648,15389534
"374",2011-01-09,99886128,11547213,83179344,15316231
"375",2011-01-10,99668352,11521874,82743808,15246566
"376",2011-01-11,99452824,11496681,82308680,15180771
"377",2011-01-12,99239512,11471504,81872840,15117966
"378",2011-01-13,99029816,11446547,81437096,15057857
"379",2011-01-14,98820960,11419926,80999352,14999175
"380",2011-01-15,98611480,11389995,80558032,14939743
"381",2011-01-16,98406728,11363319,80119440,14884776
"382",2011-01-17,98202584,11335976,79680880,14832311
"383",2011-01-18,98002008,11309407,79242056,14782067
"384",2011-01-19,97803064,11282562,78803160,14734373
"385",2011-01-20,97605864,11255337,78363832,14688625
"386",2011-01-21,97408528,11226778,77923168,14643685
"387",2011-01-22,97210528,11197329,77481872,14600240
"388",2011-01-23,97015824,11167556,77040320,14558812
"389",2011-01-24,96897960,11136615,76598528,14518362
"390",2011-01-25,96707536,11107147,76155616,14479483
"391",2011-01-26,96518936,11077928,75713128,14442502
"392",2011-01-27,96330072,11046742,75268528,14405642
"393",2011-01-28,96142440,11016861,74825152,14371176
"394",2011-01-29,95951720,10984474,74379296,14336096
"395",2011-01-30,95764664,10951963,73934080,14303335
"396",2011-01-31,95579728,10918942,73487320,14270097
"397",2011-02-01,95397120,10886495,73040368,14237962
"398",2011-02-02,95219168,10854484,72592856,14206939
"399",2011-02-03,95041680,10822175,72145264,14177068
"400",2011-02-04,94866832,10790269,71697696,14148139
"401",2011-02-05,94690376,10756702,71249224,14119920
"402",2011-02-06,94516784,10722855,70800504,14093172
"403",2011-02-07,94347704,10690476,70352184,14067495
"404",2011-02-08,94178464,10658218,69904176,14043265
"405",2011-02-09,94009944,10625150,69455648,14019800
"406",2011-02-10,93843880,10591798,69006544,13996690
"407",2011-02-11,93679392,10558388,68557112,13973756
"408",2011-02-12,93516904,10525008,68107504,13950361
"409",2011-02-13,93352016,10486871,67653336,13922462
"410",2011-02-14,93187432,10449103,67198800,13893256
"411",2011-02-15,93028088,10414529,66746616,13866361
"412",2011-02-16,92870344,10379939,66294832,13839475
"413",2011-02-17,92714008,10345420,65842944,13812274
"414",2011-02-18,92559728,10311081,65390864,13785215
"415",2011-02-19,92406592,10276174,64938296,13757687
"416",2011-02-20,92255200,10241680,64486356,13730584
"417",2011-02-21,92103504,10205510,64033212,13702174
"418",2011-02-22,91954224,10170188,63580228,13673538
"419",2011-02-23,91805976,10135029,63127088,13644509
"420",2011-02-24,91658784,10098989,62672176,13613345
"421",2011-02-25,91510752,10060787,62215804,13580620
"422",2011-02-26,91363992,10023280,61760112,13548314
"423",2011-02-27,91216816,9984375,61301912,13514020
"424",2011-02-28,91073168,9945774,60843864,13480062
"425",2011-03-01,90930520,9908049,60386936,13446633
"426",2011-03-02,90785864,9869196,59928708,13411248
"427",2011-03-03,90634600,9824774,59465432,13371814
"428",2011-03-04,90486968,9783126,59004012,13333403
"429",2011-03-05,90341464,9742476,58544284,13296941
"430",2011-03-06,90202208,9702656,58084924,13260537
"431",2011-03-07,90058920,9659806,57622068,13220445
"432",2011-03-08,89915880,9616355,57158608,13179519
"433",2011-03-09,89776672,9572881,56694476,13137631
"434",2011-03-10,89641320,9531461,56232048,13097439
"435",2011-03-11,89508576,9491148,55770916,13057921
"436",2011-03-12,89377880,9450262,55308368,13016854
"437",2011-03-13,89244184,9408328,54845236,12975636
"438",2011-03-14,89109664,9364454,54380216,12932894
"439",2011-03-15,88979048,9322457,53916136,12889913
"440",2011-03-16,88845880,9277101,53448728,12843196
"441",2011-03-17,88712040,9231710,52981132,12795754
"442",2011-03-18,88581696,9185873,52512036,12747598
"443",2011-03-19,88455632,9143726,52047464,12703700
"444",2011-03-20,88323424,9097143,51578384,12654838
"445",2011-03-21,88186024,9048851,51107220,12603953
"446",2011-03-22,88635616,9098521,51978568,13149501
"447",2011-03-23,88530512,9051155,51683988,13178038
"448",2011-03-24,88411392,9007049,51341292,13192974
"449",2011-03-25,88286680,8962248,50967532,13198878
"450",2011-03-26,88160408,8917832,50572300,13197399
"451",2011-03-27,88025976,8870712,50158556,13187083
"452",2011-03-28,87896016,8825269,49735860,13174264
"453",2011-03-29,87761440,8777233,49308556,13155483
"454",2011-03-30,87630176,8730310,48887220,13135294
"455",2011-03-31,87497232,8680855,48468104,13108886
"456",2011-04-01,87367256,8630958,48054768,13079175
"457",2011-04-02,87382688,8658720,47724980,13135791
"458",2011-04-03,87864488,9106078,48008724,13410306
"459",2011-04-04,87969800,9108187,47861808,13493815
"460",2011-04-05,87947616,9056336,47591804,13510471
"461",2011-04-06,88049520,9032065,47405276,13622346
"462",2011-04-07,88166328,8980070,47196328,13718894
"463",2011-04-08,88023520,8928887,46881936,13736929
"464",2011-04-09,87871200,8878285,46558596,13748099
"465",2011-04-10,88153480,9179541,46318124,13910774
"466",2011-04-11,89411304,10668487,46674080,14386819
"467",2011-04-12,91910760,12179566,47139192,14909919
"468",2011-04-13,92959912,12318925,47157756,15113847
"469",2011-04-14,93170288,12298842,47000372,15228687
"470",2011-04-15,93283664,12263525,46797596,15328937
"471",2011-04-16,93496344,12337044,46633024,15476639
"472",2011-04-17,93693240,12367051,46435856,15591050
"473",2011-04-18,94045288,12592780,46320132,15804073
"474",2011-04-19,94613592,12993032,46340804,16055740
"475",2011-04-20,95366712,13447634,46506588,16434901
"476",2011-04-21,95995880,13721470,46594280,16747165
"477",2011-04-22,96270048,13857800,46581664,16974616
"478",2011-04-23,96857640,14415134,47090056,17484506
"479",2011-04-24,98490808,15163223,48190204,18304736
"480",2011-04-25,100622104,15753518,49420720,19217504
"481",2011-04-26,101917976,15804684,49901080,19731300
"482",2011-04-27,102151504,15704765,49859720,19883662
"483",2011-04-28,102137432,15647751,49731316,19981736
"484",2011-04-29,102119696,15614055,49573036,20043758
"485",2011-04-30,102367400,15713226,49633084,20227938
"486",2011-05-01,102827456,15769089,49718872,20413324
"487",2011-05-02,103037752,15702722,49649664,20487726
"488",2011-05-03,102975448,15596716,49482016,20503104
"489",2011-05-04,102784856,15487731,49185788,20388164
"490",2011-05-05,102553056,15379205,48909100,20293356
"491",2011-05-06,102298120,15271359,48566904,20122612
"492",2011-05-07,102085784,15164368,48298976,20014372
"493",2011-05-08,102250688,15333558,48829988,20473404
"494",2011-05-09,103793632,15719377,50328608,21468934
"495",2011-05-10,107047912,16244966,52928052,23092080
"496",2011-05-11,110224912,16607267,55148644,24740764
"497",2011-05-12,113075824,16983640,57298984,26335138
"498",2011-05-13,115352952,17180764,58331992,27337980
"499",2011-05-14,116011152,17201534,58805716,28056066
"500",2011-05-15,116314192,17387110,59019136,28514408
"501",2011-05-16,116321896,17498944,59189936,28849136
"502",2011-05-17,116131344,17416940,59093076,29006416
"503",2011-05-18,115919632,17312564,58881920,29067098
"504",2011-05-19,115608952,17343522,58744168,29152368
"505",2011-05-20,115265192,17280100,58564820,29206424
"506",2011-05-21,114912632,17175084,58387588,29237920
"507",2011-05-22,114534568,17073108,58213472,29294946
"508",2011-05-23,114345136,17054370,58255516,29500022
"509",2011-05-24,114225904,16988992,58324388,29688618
"510",2011-05-25,113951768,16884900,58328184,29841132
"511",2011-05-26,113602704,16785280,58180428,29934512
"512",2011-05-27,113276688,16703471,58048384,30034276
"513",2011-05-28,112986856,16627480,57908872,30118288
"514",2011-05-29,112650144,16529785,57735904,30186292
"515",2011-05-30,112264264,16428730,57564324,30256582
"516",2011-05-31,111878288,16341497,57410288,30334374
"517",2011-06-01,111635400,16323580,57296728,30399650
"518",2011-06-02,111346264,16284990,57273028,30572498
"519",2011-06-03,111368632,16315522,57691932,30948306
"520",2011-06-04,112668704,16486650,59598724,31851428
"521",2011-06-05,114183992,16474001,60663424,32469040
"522",2011-06-06,115310464,16570898,62433904,33353318
"523",2011-06-07,120120456,16871678,65335024,34777784
"524",2011-06-08,126014760,17183748,68753912,36479136
"525",2011-06-09,1.3e+08,17257524,72879472,38473792
"526",2011-06-10,1.3e+08,17876508,77374736,40753260
"527",2011-06-11,1.3e+08,18318458,81470424,42958896
"528",2011-06-12,1.3e+08,18854432,85456488,45156644
"529",2011-06-13,1.3e+08,18931566,88126472,46854668
"530",2011-06-14,1.3e+08,18862712,90657720,48214312
